spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B
945,945,0,0,1,1,28,34,7,1,28,34,7,1
945,946,0.107,0.167,0.9292214170395559,0.9473320141818494,28,34,7,1,29,34,7,1
945,947,0.219,0.333,0.8510078562239862,0.8901798497900657,28,34,7,1,30,34,7,1
945,948,0.34,0.5,0.7645243842326567,0.8312550621466314,28,34,7,1,31,34,7,1
945,949,0.475,0.667,0.6702422084598383,0.7707282618561487,28,34,7,1,32,34,7,1
945,950,0.645,0.834,0.5817461190944924,0.7126364608806203,28,34,7,1,33,34,7,1
945,951,0.408,0.76,0.5345926280951181,0.6839589567344283,28,34,7,1,10,35,7,1
945,952,0.399,0.75,0.5491832850492795,0.6928450654890588,28,34,7,1,11,35,7,1
945,953,0.389,0.739,0.5642805125704776,0.7019763389472007,28,34,7,1,12,35,7,1
945,954,0.38,0.727,0.579891633163145,0.7113385932934926,28,34,7,1,13,35,7,1
945,955,0.369,0.714,0.5960401638046695,0.7209221667937218,28,34,7,1,14,35,7,1
945,956,0.359,0.7,0.6127579564403454,0.7307267073865328,28,34,7,1,15,35,7,1
945,957,0.348,0.684,0.630104511907309,0.7407653315953074,28,34,7,1,16,35,7,1
945,958,0.337,0.667,0.6481031127051393,0.7510639421670848,28,34,7,1,17,35,7,1
945,959,0.325,0.647,0.6668744113818472,0.7616496041271699,28,34,7,1,18,35,7,1
945,960,0.313,0.625,0.6865382714477806,0.7725210948234558,28,34,7,1,19,35,7,1
945,961,0.3,0.6,0.7072200604895369,0.7835984586704892,28,34,7,1,20,35,7,1
945,962,0.286,0.572,0.7289081390365224,0.7946560934789311,28,34,7,1,21,35,7,1
945,963,0.269,0.539,0.7513617063421067,0.8052391899527834,28,34,7,1,22,35,7,1
945,964,0.252,0.5,0.7739148244184906,0.81455592859989,28,34,7,1,23,35,7,1
945,965,0.235,0.454,0.7952857579452283,0.8213573140564314,28,34,7,1,24,35,7,1
945,966,0.227,0.4,0.812991117440975,0.8238680592684651,28,34,7,1,25,35,7,1
945,967,0.241,0.333,0.8218013814894118,0.8199144663524602,28,34,7,1,26,35,7,1
945,968,0.304,0.25,0.8122429091160099,0.807425656215627,28,34,7,1,27,35,7,1
945,969,0.419,0.143,0.7814225196784986,0.7852712391903258,28,34,7,1,28,35,7,1
945,970,0.542,0.286,0.7188458482644948,0.7540695274281229,28,34,7,1,29,35,7,1
945,971,0.668,0.429,0.6505438059558766,0.7166040817737094,28,34,7,1,30,35,7,1
945,972,0.794,0.572,0.5818293074533706,0.677718873592589,28,34,7,1,31,35,7,1
945,973,0.91,0.714,0.5260482952261755,0.6450631630448722,28,34,7,1,32,35,7,1
945,974,0.988,0.857,0.5064750229088908,0.6326390131116664,28,34,7,1,33,35,7,1
945,975,1,1,0.5261108210187775,0.6526289749561157,28,34,7,1,34,35,7,1
945,1129,1,1,0.2809309409354207,0.4990441954358076,28,34,7,1,10,28,10,1
945,1130,1,1,0.29304136106226764,0.5043043352598671,28,34,7,1,11,28,10,1
945,1131,1,1,0.3067127765664702,0.5098990945151758,28,34,7,1,12,28,10,1
945,1132,1,1,0.32204337057996413,0.5157925296432501,28,34,7,1,13,28,10,1
945,1133,1,1,0.3390792517842145,0.521930168207821,28,34,7,1,14,28,10,1
945,1134,1,1,0.3578126033992901,0.5282462368624873,28,34,7,1,15,28,10,1
945,1135,1,1,0.3781646642574735,0.5346803747855042,28,34,7,1,16,28,10,1
945,1136,1,1,0.3998415776924268,0.5412051744514379,28,34,7,1,17,28,10,1
945,1137,1,1,0.4090550383429873,0.5478613474603873,28,34,7,1,18,28,10,1
945,1138,1,1,0.41791694969218807,0.5547867241937794,28,34,7,1,19,28,10,1
945,1139,1,1,0.42723018957971526,0.5622161829098953,28,34,7,1,20,28,10,1
945,1140,1,1,0.43725445463378976,0.5704459448280428,28,34,7,1,21,28,10,1
945,1141,1,1,0.4483026308626532,0.5797866920590693,28,34,7,1,22,28,10,1
945,1142,1,1,0.4606544945395653,0.5905620783780874,28,34,7,1,23,28,10,1
945,1143,1,1,0.47454707999390755,0.6031872400245872,28,34,7,1,24,28,10,1
945,1144,1,1,0.49024068776939367,0.6182507510636879,28,34,7,1,25,28,10,1
945,1145,1,1,0.508080675282223,0.6363590014266665,28,34,7,1,26,28,10,1
945,1146,1,1,0.5287522968107723,0.6585543169184196,28,34,7,1,27,28,10,1
945,1147,1,0.959,0.2849235416179925,0.501966059160694,28,34,7,1,10,29,10,1
945,1148,1,0.957,0.2955477831302983,0.5063546679039334,28,34,7,1,11,29,10,1
945,1149,1,0.955,0.30721134585844667,0.5108788142811485,28,34,7,1,12,29,10,1
945,1150,1,0.953,0.3199260614970568,0.515497841701819,28,34,7,1,13,29,10,1
945,1151,1,0.95,0.33367061534819786,0.5201707098580484,28,34,7,1,14,29,10,1
945,1152,1,0.948,0.3484143902545951,0.5248673610090395,28,34,7,1,15,29,10,1
945,1153,1,0.945,0.36414310351169477,0.5295838568618529,28,34,7,1,16,29,10,1
945,1154,1,0.942,0.38088158792615534,0.5343582530912834,28,34,7,1,17,29,10,1
945,1155,1,0.938,0.3986054303164098,0.5392810108545176,28,34,7,1,18,29,10,1
945,1156,1,0.934,0.4069962953753039,0.544491520507671,28,34,7,1,19,29,10,1
945,1157,1,0.929,0.41436105027990566,0.5501598266375458,28,34,7,1,20,29,10,1
945,1158,1,0.923,0.42225411796502155,0.5564698511739627,28,34,7,1,21,29,10,1
945,1159,1,0.917,0.43090865381853005,0.5636282096003475,28,34,7,1,22,29,10,1
945,1160,1,0.91,0.44057163256468,0.5719101390088821,28,34,7,1,23,29,10,1
945,1161,1,0.9,0.4515902796625526,0.5817208905243538,28,34,7,1,24,29,10,1
945,1162,1,0.889,0.46449551639765874,0.5936642091412423,28,34,7,1,25,29,10,1
945,1163,1,0.875,0.4801886979974337,0.6086892627720228,28,34,7,1,26,29,10,1
945,1164,1,0.857,0.49976953097515353,0.6281890805469216,28,34,7,1,27,29,10,1
