spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B,ND_magnitude,ND_angle
9,9,0,0,1,1,12,14,1,1,12,14,1,1,0,0
9,10,0.417,0.501,0.7556398238720142,0.7592748417272933,12,14,1,1,13,14,1,1,0.651835868911799,50.228191885272345
9,11,0.308,0.6,0.7056870408749056,0.7371800938013293,12,14,1,1,10,15,1,1,0.6744360607203621,62.82705885308328
9,12,0.25,0.501,0.7538849811115278,0.7680756460007123,12,14,1,1,11,15,1,1,0.5599116001655976,63.48071221535733
9,13,0.267,0.334,0.7688427883501667,0.7779611038190393,12,14,1,1,12,15,1,1,0.42760378857068143,51.3611178879718
9,14,0.688,0.667,0.6579163424418875,0.6454240428855547,12,14,1,1,13,15,1,1,0.9582447495290543,44.11209221445276
9,15,1,1,0.57157528619875,0.5707077351330171,12,14,1,1,14,15,1,1,1.4142135623730951,45
9,16,0.333,0.667,0.6012065799709281,0.6796418381769811,12,14,1,1,10,16,1,1,0.745505197835669,63.46931941238833
9,17,0.308,0.6,0.6134310766238802,0.6865046386376148,12,14,1,1,11,16,1,1,0.6744360607203621,62.82705885308328
9,18,0.417,0.5,0.5838029629987069,0.670058664398063,12,14,1,1,12,16,1,1,0.6510675848174289,50.17189369571569
9,19,0.783,0.751,0.4844893421342594,0.572444996940398,12,14,1,1,13,16,1,1,1.0849377862347684,43.80495497818187
9,20,1,1,0.45270800106823883,0.5209729251078989,12,14,1,1,14,16,1,1,1.4142135623730951,45
9,22,0.359,0.715,0.504787447688394,0.6309078156521337,12,14,1,1,10,17,1,1,0.8000662472570631,63.33886879082511
9,23,0.365,0.667,0.49898209585865316,0.6283319262244724,12,14,1,1,11,17,1,1,0.7603380826974274,61.31135783467762
9,24,0.514,0.6,0.4593762737992826,0.6064720013990677,12,14,1,1,12,17,1,1,0.7900607571573214,49.41443730943629
9,25,0.833,0.8,0.38152401650117407,0.5302747973896269,12,14,1,1,13,17,1,1,1.1549411240405287,43.842312670343695
9,26,1,1,0.3546647409322906,0.4916944147480692,12,14,1,1,14,17,1,1,1.4142135623730951,45
9,29,0.386,0.75,0.43109045242442057,0.5958143453811136,12,14,1,1,10,18,1,1,0.8435022228779246,62.766629638613914
9,30,0.417,0.714,0.4180786113643361,0.5896434500431524,12,14,1,1,11,18,1,1,0.8268524656793375,59.71363555817226
9,31,0.583,0.667,0.3798532736394441,0.567712532550486,12,14,1,1,12,18,1,1,0.8858769666268561,48.84449629236031
9,32,0.864,0.834,0.3207963084011226,0.5058670330589606,12,14,1,1,13,18,1,1,1.20085469562308,43.98781238601755
9,33,1,1,0.3026247836311944,0.4755181381096347,12,14,1,1,14,18,1,1,1.4142135623730951,45
9,37,0.414,0.778,0.37646170633853604,0.5706817809263816,12,14,1,1,10,19,1,1,0.8812945024224309,61.98105335781313
9,38,0.464,0.75,0.3610984846347818,0.5631503145810912,12,14,1,1,11,19,1,1,0.8819274346566162,58.256302426819914
9,39,0.635,0.715,0.32700716240974226,0.5424698320964265,12,14,1,1,12,19,1,1,0.9562687906650514,48.39133941979635
9,40,0.885,0.857,0.2810419049856585,0.4905810760783186,12,14,1,1,13,19,1,1,1.2319391218725055,44.07913680322482
9,41,1,1,0.26710232291140046,0.4655904383123737,12,14,1,1,14,19,1,1,1.4142135623730951,45
9,46,0.442,0.8,0.336769499390809,0.5517952516374582,12,14,1,1,10,20,1,1,0.9139824943618997,61.07934965784846
9,47,0.505,0.778,0.3213864836708903,0.5438332019089815,12,14,1,1,11,20,1,1,0.9275284362217688,57.01238739589263
9,48,0.675,0.75,0.29175575009485266,0.524606392563967,12,14,1,1,12,20,1,1,1.0090218035305283,48.01278750418334
9,49,0.901,0.876,0.25501863640722144,0.47973259874324103,12,14,1,1,13,20,1,1,1.2566530945332526,44.1939786179848
9,50,1,1,0.2439945254278868,0.458359107830727,12,14,1,1,14,20,1,1,1.4142135623730951,45
9,56,0.468,0.819,0.30579908712507886,0.5361012191957959,12,14,1,1,10,21,1,1,0.9432841565509302,60.25511870305777
9,57,0.541,0.8,0.29113757260432704,0.5280267633702118,12,14,1,1,11,21,1,1,0.965754109491645,55.93147648220949
9,58,0.707,0.778,0.2654562677143949,0.5101199988373768,12,14,1,1,12,21,1,1,1.0512530618266944,47.73730967169152
9,59,0.913,0.889,0.23544818257643174,0.4705327785878153,12,14,1,1,13,21,1,1,1.2743194262036501,44.23694927279852
9,60,1,1,0.22646530509791063,0.4516886181849208,12,14,1,1,14,21,1,1,1.4142135623730951,45
9,67,0.494,0.834,0.2816668585019433,0.5229875929250751,12,14,1,1,10,22,1,1,0.9693255387123564,59.36063224255995
9,68,0.572,0.818,0.2681031300472143,0.5149647813018758,12,14,1,1,11,22,1,1,0.9981522929894014,55.03619505499431
9,69,0.733,0.8,0.24586027828545365,0.49825297009818703,12,14,1,1,12,22,1,1,1.0850294926867197,47.50252824409249
