spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B
3551,3551,0,0,1,1,10,35,7,7,10,35,7,7
3551,3552,0.064,0.04,0.9451973491539587,0.9612174224053381,10,35,7,7,11,35,7,7
3551,3553,0.129,0.08,0.8874887007074626,0.9202334072398637,10,35,7,7,12,35,7,7
3551,3554,0.195,0.12,0.8265537957408678,0.8773822115971064,10,35,7,7,13,35,7,7
3551,3555,0.263,0.16,0.7618475502979077,0.8330092855425866,10,35,7,7,14,35,7,7
3551,3556,0.331,0.2,0.6926501046070628,0.7873052949377972,10,35,7,7,15,35,7,7
3551,3557,0.399,0.24,0.6183864162308139,0.7401983428502569,10,35,7,7,16,35,7,7
3551,3558,0.467,0.28,0.5400743640660441,0.6916177311174077,10,35,7,7,17,35,7,7
3551,3559,0.534,0.32,0.4607920921561075,0.6423314592829532,10,35,7,7,18,35,7,7
3551,3560,0.599,0.36,0.38629292360480005,0.5947853684940502,10,35,7,7,19,35,7,7
3551,3561,0.662,0.4,0.32491909084077863,0.5528451369239975,10,35,7,7,20,35,7,7
3551,3562,0.721,0.44,0.2804831261096331,0.5199995047623599,10,35,7,7,21,35,7,7
3551,3563,0.776,0.48,0.25017243552091084,0.4967869501273825,10,35,7,7,22,35,7,7
3551,3564,0.826,0.52,0.22812866701977386,0.48041724577399836,10,35,7,7,23,35,7,7
3551,3565,0.87,0.56,0.2109081062825714,0.46783343201232275,10,35,7,7,24,35,7,7
3551,3566,0.907,0.6,0.19892775107946048,0.45799584169794405,10,35,7,7,25,35,7,7
3551,3567,0.937,0.64,0.19194590921497923,0.4506097641302076,10,35,7,7,26,35,7,7
3551,3568,0.961,0.68,0.18837985596245166,0.44578552437774743,10,35,7,7,27,35,7,7
3551,3569,0.978,0.72,0.18850217456488605,0.444255601122843,10,35,7,7,28,35,7,7
3551,3570,0.989,0.76,0.1927869803931329,0.4462458372688012,10,35,7,7,29,35,7,7
3551,3571,0.995,0.8,0.19951486339922464,0.45029166445028035,10,35,7,7,30,35,7,7
3551,3572,0.999,0.84,0.20737443521520638,0.45431182156648464,10,35,7,7,31,35,7,7
3551,3573,1,0.881,0.22016176922723585,0.4606941779317397,10,35,7,7,32,35,7,7
3551,3574,1,0.921,0.24092509324256361,0.47465838844695396,10,35,7,7,33,35,7,7
3551,3575,1,0.961,0.2572117309590688,0.49229493184842654,10,35,7,7,34,35,7,7
3551,3576,1,0.961,0.26429001775659955,0.5015256664282075,10,35,7,7,10,11,10,7
3551,3577,1,0.921,0.2562596483759778,0.48994021292468093,10,35,7,7,10,12,10,7
3551,3578,1,0.961,0.2610133670641869,0.496697171749201,10,35,7,7,11,12,10,7
