spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B,ND_magnitude,ND_angle
20,20,0,0,1,1,14,16,1,1,14,16,1,1,0,0
20,21,0.417,0.501,0.6996228830758431,0.7313119469562557,14,16,1,1,15,16,1,1,0.651835868911799,50.228191885272345
20,22,0.417,0.714,0.5695824559115716,0.6625611609686569,14,16,1,1,10,17,1,1,0.8268524656793375,59.71363555817226
20,23,0.365,0.667,0.612111936639037,0.6860432413008544,14,16,1,1,11,17,1,1,0.7603380826974274,61.31135783467762
20,24,0.308,0.6,0.6697788568858751,0.719668418194426,14,16,1,1,12,17,1,1,0.6744360607203621,62.82705885308328
20,25,0.25,0.501,0.7320473096775311,0.7591925176215093,14,16,1,1,13,17,1,1,0.5599116001655976,63.48071221535733
20,26,0.267,0.334,0.7354150396119494,0.7647567911568849,14,16,1,1,14,17,1,1,0.42760378857068143,51.3611178879718
20,27,0.688,0.667,0.5824866563907503,0.6138193681078168,14,16,1,1,15,17,1,1,0.9582447495290543,44.11209221445276
20,28,1,1,0.4515341548287243,0.5226014783141565,14,16,1,1,16,17,1,1,1.4142135623730951,45
20,29,0.386,0.75,0.5295691388520531,0.6444135644711376,14,16,1,1,10,18,1,1,0.8435022228779246,62.766629638613914
20,30,0.359,0.715,0.5546726920969216,0.6582148757559377,14,16,1,1,11,18,1,1,0.8000662472570631,63.33886879082511
20,31,0.333,0.667,0.5839696130086974,0.6747759213691693,14,16,1,1,12,18,1,1,0.745505197835669,63.46931941238833
20,32,0.308,0.6,0.6039876043318462,0.686756412921812,14,16,1,1,13,18,1,1,0.6744360607203621,62.82705885308328
20,33,0.417,0.5,0.5662518740596544,0.6672247909407607,14,16,1,1,14,18,1,1,0.6510675848174289,50.17189369571569
20,34,0.783,0.751,0.43904186839720427,0.5528136771343639,14,16,1,1,15,18,1,1,1.0849377862347684,43.80495497818187
20,35,1,1,0.38142557452103176,0.4871270126075231,14,16,1,1,16,18,1,1,1.4142135623730951,45
20,37,0.39,0.778,0.4794202873296164,0.6217366484452718,14,16,1,1,10,19,1,1,0.8702781164662249,63.376063150424734
20,38,0.375,0.75,0.4923710893553451,0.6291539511956303,14,16,1,1,11,19,1,1,0.8385254915624212,63.43494882292201
20,39,0.359,0.715,0.5042310732087343,0.636293892302472,14,16,1,1,12,19,1,1,0.8000662472570631,63.33886879082511
20,40,0.365,0.667,0.5030615272452155,0.6367418284634776,14,16,1,1,13,19,1,1,0.7603380826974274,61.31135783467762
20,41,0.514,0.6,0.45688901726012954,0.6114621983919282,14,16,1,1,14,19,1,1,0.7900607571573214,49.41443730943629
20,42,0.833,0.8,0.3571825039166574,0.5190565046486921,14,16,1,1,15,19,1,1,1.1549411240405287,43.842312670343695
20,43,1,1,0.30779228381767987,0.46762991680519594,14,16,1,1,16,19,1,1,1.4142135623730951,45
20,46,0.4,0.8,0.4350181401739939,0.6011589167892618,14,16,1,1,10,20,1,1,0.894427190999916,63.43494882292201
20,47,0.39,0.778,0.4405227212163124,0.6047643899286501,14,16,1,1,11,20,1,1,0.8702781164662249,63.376063150424734
20,48,0.386,0.75,0.44272418302626837,0.6068943673098974,14,16,1,1,12,20,1,1,0.8435022228779246,62.766629638613914
20,49,0.417,0.714,0.43197331742639755,0.6022330301996615,14,16,1,1,13,20,1,1,0.8268524656793375,59.71363555817226
20,50,0.583,0.667,0.3859935012879302,0.5761764910787801,14,16,1,1,14,20,1,1,0.8858769666268561,48.84449629236031
20,51,0.864,0.834,0.3065889844337847,0.49815030514977254,14,16,1,1,15,20,1,1,1.20085469562308,43.98781238601755
20,52,1,1,0.270597982898775,0.45563604799511603,14,16,1,1,16,20,1,1,1.4142135623730951,45
20,56,0.41,0.819,0.3958193581923005,0.5822867988321976,14,16,1,1,10,21,1,1,0.915893552766914,63.406972370305006
20,57,0.405,0.8,0.3965146572088948,0.5833713546647479,14,16,1,1,11,21,1,1,0.8966744113668016,63.14918670604547
20,58,0.414,0.778,0.39307685600884645,0.5824372617865814,14,16,1,1,12,21,1,1,0.8812945024224309,61.98105335781313
20,59,0.464,0.75,0.3777777199132213,0.5750450486703129,14,16,1,1,13,21,1,1,0.8819274346566162,58.256302426819914
20,60,0.635,0.715,0.33480705041812253,0.5494723572787461,14,16,1,1,14,21,1,1,0.9562687906650514,48.39133941979635
20,61,0.885,0.857,0.2697500790149483,0.4818765841625785,14,16,1,1,15,21,1,1,1.2319391218725055,44.07913680322482
20,62,1,1,0.24137855762670934,0.4452985282116432,14,16,1,1,16,21,1,1,1.4142135623730951,45
20,67,0.42,0.833,0.3619921747997332,0.5654409222408625,14,16,1,1,10,22,1,1,0.9328928127067975,63.24268182812344
20,68,0.422,0.819,0.3595743652081377,0.5647897885617139,14,16,1,1,11,22,1,1,0.9213278461003988,62.73964582645168
20,69,0.442,0.8,0.3528238546413939,0.561879682734693,14,16,1,1,12,22,1,1,0.9139824943618997,61.07934965784846
20,70,0.505,0.778,0.335580757286849,0.5529603805784062,14,16,1,1,13,22,1,1,0.9275284362217688,57.01238739589263
20,71,0.675,0.75,0.2965451824012184,0.5283660235802128,14,16,1,1,14,22,1,1,1.0090218035305283,48.01278750418334
20,72,0.901,0.876,0.2426106946587122,0.4689214800747161,14,16,1,1,15,22,1,1,1.2566530945332526,44.1939786179848
20,73,1,1,0.21918604275134357,0.4368150467539679,14,16,1,1,16,22,1,1,1.4142135623730951,45
20,79,0.431,0.846,0.3330612667878444,0.5506576271007853,14,16,1,1,10,23,1,1,0.949461426283343,63.003147072411714
20,80,0.44,0.833,0.32857687374839273,0.5487958946650429,14,16,1,1,11,23,1,1,0.9420663458589316,62.15648030540103
20,81,0.468,0.819,0.3198385581608143,0.5445978512499609,14,16,1,1,12,23,1,1,0.9432841565509302,60.25511870305777
20,82,0.541,0.8,0.30202619849475854,0.534862459170417,14,16,1,1,13,23,1,1,0.965754109491645,55.93147648220949
20,83,0.707,0.778,0.2669703037284713,0.5114645053587652,14,16,1,1,14,23,1,1,1.0512530618266944,47.73730967169152
20,84,0.913,0.889,0.22179313188884775,0.4586223931017336,14,16,1,1,15,23,1,1,1.2743194262036501,44.23694927279852
20,85,1,1,0.20207026296869257,0.4300996562517747,14,16,1,1,16,23,1,1,1.4142135623730951,45
20,92,0.442,0.857,0.311758649411523,0.5396943513014827,14,16,1,1,10,24,1,1,0.9642681162415359,62.71746033357796
20,93,0.458,0.847,0.30615388148988176,0.5371222696536564,14,16,1,1,11,24,1,1,0.9628982293056728,61.598492105455605
20,94,0.494,0.834,0.2966064017321156,0.5322435517454454,14,16,1,1,12,24,1,1,0.9693255387123564,59.36063224255995
20,95,0.572,0.818,0.2792681958612063,0.5222744336974815,14,16,1,1,13,24,1,1,0.9981522929894014,55.03619505499431
20,96,0.733,0.8,0.248090641892035,0.5002004683495553,14,16,1,1,14,24,1,1,1.0850294926867197,47.50252824409249
20,97,0.922,0.901,0.2099652144472215,0.452609915069494,14,16,1,1,15,24,1,1,1.2891411869923326,44.34001198428025
20,98,1,1,0.19351436404832745,0.42709308155384895,14,16,1,1,16,24,1,1,1.4142135623730951,45
20,106,0.455,0.867,0.29664447874241184,0.5319279246649758,14,16,1,1,10,25,1,1,0.9791394180605743,62.30959400449714
20,107,0.475,0.858,0.29058752628731643,0.5289757051717541,14,16,1,1,11,25,1,1,0.9807084174207948,61.03051386273772
