spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B
3037,3037,0,0,1,1,16,25,4,7,16,25,4,7
3037,3038,0.209,0.111,0.8167652642916228,0.8622979778399493,16,25,4,7,17,25,4,7
3037,3039,0.423,0.222,0.6421430471456816,0.7355457882735499,16,25,4,7,18,25,4,7
3037,3040,0.627,0.333,0.4876061985997445,0.6327706549161378,16,25,4,7,19,25,4,7
3037,3041,0.797,0.445,0.3578424397419071,0.5485261603209316,16,25,4,7,20,25,4,7
3037,3042,0.916,0.556,0.2809996837917179,0.4924310410054137,16,25,4,7,21,25,4,7
3037,3043,0.978,0.667,0.25336084522642766,0.46878223235925875,16,25,4,7,22,25,4,7
3037,3044,0.998,0.778,0.2619893570478292,0.4778512844494184,16,25,4,7,23,25,4,7
3037,3045,1,0.889,0.28014583857669517,0.5068201654428989,16,25,4,7,24,25,4,7
3037,3046,0.649,0.437,0.4490914602892738,0.6096597246790914,16,25,4,7,10,26,4,7
3037,3047,0.57,0.4,0.504245775889733,0.6455878787586449,16,25,4,7,11,26,4,7
3037,3048,0.475,0.357,0.5747724191556445,0.6912458344261613,16,25,4,7,12,26,4,7
3037,3049,0.36,0.308,0.6647039102184298,0.7499258612392823,16,25,4,7,13,26,4,7
3037,3050,0.227,0.25,0.7766618287986957,0.8248544893698891,16,25,4,7,14,26,4,7
3037,3051,0.101,0.181,0.896869690280559,0.9136181471137774,16,25,4,7,15,26,4,7
3037,3052,0.114,0.1,0.8905719765427875,0.9255389088465737,16,25,4,7,16,26,4,7
3037,3053,0.317,0.2,0.7343186883157015,0.8098541115842645,16,25,4,7,17,26,4,7
3037,3054,0.517,0.3,0.5829449585590009,0.695072380447433,16,25,4,7,18,26,4,7
3037,3055,0.699,0.4,0.4443671563205668,0.6009193392245522,16,25,4,7,19,26,4,7
3037,3056,0.843,0.5,0.3326551969989069,0.5258196713153813,16,25,4,7,20,26,4,7
3037,3057,0.938,0.6,0.26764493688993474,0.47794610609977983,16,25,4,7,21,26,4,7
3037,3058,0.985,0.7,0.24740211821700875,0.4604926394931411,16,25,4,7,22,26,4,7
3037,3059,0.998,0.8,0.25762830900611433,0.47157704416859614,16,25,4,7,23,26,4,7
3037,3060,1,0.901,0.2716099619694894,0.4918393736218828,16,25,4,7,24,26,4,7
3037,3061,1,1,0.28148723379934903,0.5091420286718917,16,25,4,7,25,26,4,7
3037,3062,0.558,0.47,0.5017443191820794,0.6429845349738085,16,25,4,7,10,27,4,7
3037,3063,0.472,0.437,0.5625145271882971,0.680662673507114,16,25,4,7,11,27,4,7
3037,3064,0.372,0.4,0.6371355071045588,0.7272049126928097,16,25,4,7,12,27,4,7
3037,3065,0.266,0.357,0.7253465692179033,0.7843860672354194,16,25,4,7,13,27,4,7
3037,3066,0.172,0.308,0.8169876714703078,0.8506728583852403,16,25,4,7,14,27,4,7
3037,3067,0.125,0.25,0.8716542736749923,0.9025460351492778,16,25,4,7,15,27,4,7
3037,3068,0.211,0.182,0.7959378316661768,0.8628086804810444,16,25,4,7,16,27,4,7
3037,3069,0.406,0.273,0.6546660614526234,0.7605308402816274,16,25,4,7,17,27,4,7
3037,3070,0.591,0.364,0.5214684937369183,0.6586921186093431,16,25,4,7,18,27,4,7
3037,3071,0.752,0.455,0.4073882744919217,0.5744156551257509,16,25,4,7,19,27,4,7
3037,3072,0.875,0.546,0.313319368367024,0.5086529888516602,16,25,4,7,20,27,4,7
3037,3073,0.953,0.637,0.2585250433142151,0.46854603709717924,16,25,4,7,21,27,4,7
3037,3074,0.989,0.727,0.2440908921021061,0.45633749709018046,16,25,4,7,22,27,4,7
3037,3075,0.999,0.819,0.25417515072140995,0.46704021361815673,16,25,4,7,23,27,4,7
3037,3076,1,0.91,0.2648648337015843,0.4813558451204414,16,25,4,7,24,27,4,7
3037,3077,1,1,0.2719339776772439,0.4928345921710823,16,25,4,7,25,27,4,7
3037,3079,0.472,0.5,0.5515800072854925,0.6717047925232754,16,25,4,7,10,28,4,7
3037,3080,0.387,0.471,0.6129070598614723,0.7092925883650287,16,25,4,7,11,28,4,7
3037,3081,0.3,0.437,0.6826205668844877,0.7538931273548116,16,25,4,7,12,28,4,7
3037,3082,0.224,0.4,0.7547282746076349,0.8047435526607581,16,25,4,7,13,28,4,7
3037,3083,0.179,0.357,0.8113619081872309,0.8533038628626285,16,25,4,7,14,28,4,7
3037,3084,0.166,0.308,0.8136377866079954,0.8665492440869005,16,25,4,7,15,28,4,7
3037,3085,0.296,0.25,0.7166731072225587,0.8112827358471525,16,25,4,7,16,28,4,7
3037,3086,0.48,0.333,0.5893995523452062,0.7193171355634785,16,25,4,7,17,28,4,7
3037,3087,0.65,0.416,0.4716068550478737,0.6287823155553838,16,25,4,7,18,28,4,7
3037,3088,0.792,0.5,0.3729572921720412,0.5536664872747301,16,25,4,7,19,28,4,7
3037,3089,0.898,0.583,0.29856693548987057,0.49615059735154,16,25,4,7,20,28,4,7
3037,3090,0.962,0.667,0.25212049258337854,0.4624839605589789,16,25,4,7,21,28,4,7
3037,3091,0.991,0.75,0.24155196008322877,0.45372974840780367,16,25,4,7,22,28,4,7
3037,3092,0.999,0.833,0.2502942916925067,0.4624158769957314,16,25,4,7,23,28,4,7
3037,3093,1,0.917,0.2583688520774877,0.4722510870362653,16,25,4,7,24,28,4,7
3037,3094,1,1,0.26461800994781837,0.48115978088833344,16,25,4,7,25,28,4,7
3037,3097,0.401,0.527,0.5919064500256731,0.6949770496109384,16,25,4,7,10,29,4,7
3037,3098,0.329,0.5,0.6479978475691008,0.7306884424652144,16,25,4,7,11,29,4,7
3037,3099,0.265,0.47,0.7059429949846998,0.7707223958370298,16,25,4,7,12,29,4,7
3037,3100,0.222,0.437,0.7566370763073409,0.8113900136927397,16,25,4,7,13,29,4,7
3037,3101,0.2,0.4,0.7822820298119425,0.8393789758661304,16,25,4,7,14,29,4,7
3037,3102,0.22,0.357,0.7521405554859618,0.8283839458567868,16,25,4,7,15,29,4,7
3037,3103,0.369,0.308,0.6513654815094372,0.7692953964308797,16,25,4,7,16,29,4,7
3037,3104,0.542,0.384,0.5367063585970283,0.6858559731216012,16,25,4,7,17,29,4,7
3037,3105,0.697,0.462,0.4322772421064417,0.6047781649102022,16,25,4,7,18,29,4,7
3037,3106,0.824,0.539,0.3474115077572075,0.5375528741118738,16,25,4,7,19,29,4,7
3037,3107,0.915,0.615,0.2869782656450286,0.48690030652326044,16,25,4,7,20,29,4,7
3037,3108,0.969,0.692,0.2471252372735695,0.45819776218597885,16,25,4,7,21,29,4,7
3037,3109,0.993,0.769,0.23883477197121317,0.45127299734121995,16,25,4,7,22,29,4,7
3037,3110,0.999,0.846,0.24610598435179687,0.45757216881056595,16,25,4,7,23,29,4,7
3037,3111,1,0.923,0.25275806219921293,0.4646722141751539,16,25,4,7,24,29,4,7
3037,3112,1,1,0.2587971949337633,0.4722396371760179,16,25,4,7,25,29,4,7
3037,3116,0.352,0.55,0.6199001266311641,0.7125949695020746,16,25,4,7,10,30,4,7
3037,3117,0.298,0.527,0.6673584359818314,0.7449367793390227,16,25,4,7,11,30,4,7
3037,3118,0.257,0.5,0.7111607753870219,0.7785124258379423,16,25,4,7,12,30,4,7
3037,3119,0.235,0.471,0.7420952624156147,0.8074286028525289,16,25,4,7,13,30,4,7
3037,3120,0.225,0.437,0.7443875093256087,0.8180134965270467,16,25,4,7,14,30,4,7
3037,3121,0.277,0.4,0.6957329185437265,0.7938965887732696,16,25,4,7,15,30,4,7
3037,3122,0.432,0.357,0.5975116152177982,0.7349299096055535,16,25,4,7,16,30,4,7
3037,3123,0.595,0.429,0.49386139405963914,0.6586595188834552,16,25,4,7,17,30,4,7
3037,3124,0.737,0.5,0.4011525264258312,0.5854055291337543,16,25,4,7,18,30,4,7
3037,3125,0.85,0.572,0.3278884004684075,0.5247807508291198,16,25,4,7,19,30,4,7
3037,3126,0.929,0.643,0.27733616783689263,0.4796907635016846,16,25,4,7,20,30,4,7
3037,3127,0.975,0.715,0.24274461067098962,0.45467733496992047,16,25,4,7,21,30,4,7
3037,3128,0.994,0.786,0.23580393835891245,0.4485840143974702,16,25,4,7,22,30,4,7
3037,3129,0.999,0.857,0.24190487077671696,0.4529591476991299,16,25,4,7,23,30,4,7
3037,3130,1,0.929,0.2477682080522512,0.4584596624442727,16,25,4,7,24,30,4,7
3037,3131,1,1,0.25333599487172254,0.46463517434958723,16,25,4,7,25,30,4,7
3037,3136,0.324,0.571,0.6363465886481721,0.7248561549230268,16,25,4,7,10,31,4,7
3037,3137,0.287,0.55,0.6739128025831398,0.752804571608924,16,25,4,7,11,31,4,7
3037,3138,0.264,0.527,0.7044191651126297,0.7790602183511035,16,25,4,7,12,31,4,7
3037,3139,0.25,0.5,0.7192668694371335,0.7968584846799204,16,25,4,7,13,31,4,7
3037,3140,0.256,0.47,0.704723728769588,0.7948468841258414,16,25,4,7,14,31,4,7
3037,3141,0.334,0.437,0.6460709341634117,0.7638393067406087,16,25,4,7,15,31,4,7
3037,3142,0.488,0.4,0.5527576967632276,0.7064574839657622,16,25,4,7,16,31,4,7
3037,3143,0.64,0.467,0.45876148217965684,0.6362432401386754,16,25,4,7,17,31,4,7
3037,3144,0.769,0.533,0.3762102869272854,0.5694683068307755,16,25,4,7,18,31,4,7
3037,3145,0.87,0.6,0.31234443388821065,0.5143288795018591,16,25,4,7,19,31,4,7
3037,3146,0.94,0.667,0.26891860801889034,0.47373531044817296,16,25,4,7,20,31,4,7
3037,3147,0.979,0.733,0.23861936469991119,0.4514733038271421,16,25,4,7,21,31,4,7
3037,3148,0.995,0.8,0.2324811481164648,0.4457296922749997,16,25,4,7,22,31,4,7
3037,3149,1,0.867,0.23755944285383235,0.44866637960625166,16,25,4,7,23,31,4,7
3037,3150,1,0.934,0.24286489441487702,0.45290806124302163,16,25,4,7,24,31,4,7
3037,3151,1,1,0.24768605319173487,0.45747164915003835,16,25,4,7,25,31,4,7
3037,3157,0.312,0.591,0.6432978407867337,0.7323892753113138,16,25,4,7,10,32,4,7
3037,3158,0.288,0.572,0.6715356915570754,0.7554440286411089,16,25,4,7,11,32,4,7
3037,3159,0.275,0.55,0.6906967278525339,0.7744556287151663,16,25,4,7,12,32,4,7
3037,3160,0.267,0.526,0.6926904812709347,0.782913576910054,16,25,4,7,13,32,4,7
3037,3161,0.292,0.5,0.666350967375649,0.7723342341049377,16,25,4,7,14,32,4,7
3037,3162,0.387,0.47,0.6028975567403612,0.7377643635774335,16,25,4,7,15,32,4,7
3037,3163,0.537,0.438,0.5152397808732362,0.682483492388721,16,25,4,7,16,32,4,7
3037,3164,0.678,0.5,0.4297098437899046,0.6174102548410965,16,25,4,7,17,32,4,7
3037,3165,0.797,0.563,0.3556381181875693,0.5560400418610592,16,25,4,7,18,32,4,7
3037,3166,0.887,0.625,0.2993476091793441,0.5054783124268003,16,25,4,7,19,32,4,7
3037,3167,0.948,0.688,0.2613313003710843,0.4685462782529318,16,25,4,7,20,32,4,7
3037,3168,0.982,0.75,0.23453251086432236,0.44837201153717243,16,25,4,7,21,32,4,7
3037,3169,0.996,0.813,0.22889243487719635,0.4427549648691236,16,25,4,7,22,32,4,7
3037,3170,1,0.876,0.23304889562757225,0.44458869342535157,16,25,4,7,23,32,4,7
3037,3171,1,0.938,0.23777097378118695,0.447756231120335,16,25,4,7,24,32,4,7
3037,3172,1,1,0.2420234220734555,0.45103725072342993,16,25,4,7,25,32,4,7
3037,3179,0.31,0.609,0.6433893664274888,0.7359792771340592,16,25,4,7,10,33,4,7
3037,3180,0.296,0.591,0.6634026685208048,0.7540939035967249,16,25,4,7,11,33,4,7
3037,3181,0.286,0.572,0.6729466785296914,0.7665348402461267,16,25,4,7,12,33,4,7
3037,3182,0.288,0.55,0.6648991830030717,0.76763146713331,16,25,4,7,13,33,4,7
3037,3183,0.33,0.526,0.6305885369837767,0.7513224807407359,16,25,4,7,14,33,4,7
3037,3184,0.437,0.5,0.5654760127747834,0.7149996204965894,16,25,4,7,15,33,4,7
3037,3185,0.58,0.471,0.4834258082528211,0.6619372655550678,16,25,4,7,16,33,4,7
3037,3186,0.712,0.529,0.4051473463763021,0.601257708627255,16,25,4,7,17,33,4,7
3037,3187,0.82,0.588,0.3381708656002368,0.5444427240800231,16,25,4,7,18,33,4,7
3037,3188,0.901,0.647,0.2879541628246469,0.4977381968892739,16,25,4,7,19,33,4,7
3037,3189,0.955,0.706,0.2542885695048718,0.4638308775346701,16,25,4,7,20,33,4,7
3037,3190,0.985,0.765,0.23038432351146565,0.4452950960180029,16,25,4,7,21,33,4,7
3037,3191,0.997,0.824,0.2250972301133355,0.43973582179819415,16,25,4,7,22,33,4,7
3037,3192,1,0.883,0.22846462902104525,0.4407444988722462,16,25,4,7,23,33,4,7
3037,3193,1,0.942,0.23255447948839125,0.44307547185582385,16,25,4,7,24,33,4,7
3037,3194,1,1,0.23632061539645788,0.4455081115974202,16,25,4,7,25,33,4,7
3037,3202,0.313,0.625,0.6387114212371936,0.7364272494767875,16,25,4,7,10,34,4,7
3037,3203,0.304,0.609,0.6514946130180279,0.749870750332732,16,25,4,7,11,34,4,7
3037,3204,0.299,0.591,0.6531249172036371,0.7566636532184806,16,25,4,7,12,34,4,7
3037,3205,0.313,0.572,0.6374837335533436,0.7521266032162327,16,25,4,7,13,34,4,7
3037,3206,0.369,0.55,0.5978733644189449,0.7319806238654569,16,25,4,7,14,34,4,7
3037,3207,0.482,0.526,0.5328111749821158,0.6949156969608581,16,25,4,7,15,34,4,7
3037,3208,0.618,0.5,0.4559916413769338,0.6440191726407127,16,25,4,7,16,34,4,7
3037,3209,0.74,0.556,0.3839671915120946,0.5871278364555587,16,25,4,7,17,34,4,7
3037,3210,0.84,0.611,0.32302439151142714,0.5342010298248736,16,25,4,7,18,34,4,7
3037,3211,0.913,0.667,0.2775236892853876,0.4907935904486811,16,25,4,7,19,34,4,7
3037,3212,0.961,0.722,0.24760623977183227,0.4594409229605796,16,25,4,7,20,34,4,7
3037,3213,0.987,0.778,0.22614132587658764,0.4422604475410771,16,25,4,7,21,34,4,7
3037,3214,0.997,0.834,0.22112819730519162,0.43678440244145134,16,25,4,7,22,34,4,7
3037,3215,1,0.889,0.2238504460669506,0.43721560544236426,16,25,4,7,23,34,4,7
3037,3216,1,0.945,0.22734471065719064,0.43895592229044034,16,25,4,7,24,34,4,7
3037,3217,1,1,0.23059550586823774,0.44087870582663724,16,25,4,7,25,34,4,7
3037,3226,0.32,0.64,0.6307456020072597,0.734462533972788,16,25,4,7,10,35,4,7
3037,3227,0.313,0.625,0.6373636243634078,0.7436767145403176,16,25,4,7,11,35,4,7
3037,3228,0.314,0.609,0.632542412674679,0.7457615623108871,16,25,4,7,12,35,4,7
3037,3229,0.34,0.591,0.6110808247123551,0.7369545688421768,16,25,4,7,13,35,4,7
3037,3230,0.408,0.572,0.568025208312888,0.7142225972706933,16,25,4,7,14,35,4,7
3037,3231,0.523,0.55,0.5040363916636146,0.6769952462830093,16,25,4,7,15,35,4,7
3037,3232,0.652,0.527,0.4320017847462395,0.6281470067818133,16,25,4,7,16,35,4,7
3037,3233,0.766,0.579,0.3655050183783193,0.5745597680912303,16,25,4,7,17,35,4,7
3037,3234,0.857,0.632,0.3096714960344714,0.5250048803760927,16,25,4,7,18,35,4,7
3037,3235,0.923,0.684,0.2678548148269516,0.48447310600287796,16,25,4,7,19,35,4,7
3037,3236,0.966,0.737,0.24116720385227797,0.4553472013825921,16,25,4,7,20,35,4,7
3037,3237,0.988,0.79,0.2218072694710097,0.4393695304051429,16,25,4,7,21,35,4,7
3037,3238,0.998,0.843,0.21704372043693398,0.4340678457986443,16,25,4,7,22,35,4,7
3037,3239,1,0.895,0.21920850818584092,0.43416434748627486,16,25,4,7,23,35,4,7
3037,3240,1,0.948,0.22217776097700181,0.4355734288932729,16,25,4,7,24,35,4,7
3037,3241,1,1,0.22494926149529093,0.43729230233479366,16,25,4,7,25,35,4,7
3037,3266,1,1,0.25212895772651445,0.45117341620307394,16,25,4,7,10,16,7,7
3037,3267,1,1,0.2547012464758438,0.45561735429291306,16,25,4,7,11,16,7,7
3037,3268,1,1,0.25763012334751856,0.4605904944522998,16,25,4,7,12,16,7,7
3037,3269,1,1,0.2603632492239706,0.46525196664087076,16,25,4,7,13,16,7,7
3037,3270,1,1,0.26576838230145117,0.4754018206498336,16,25,4,7,14,16,7,7
3037,3271,1,1,0.2762833091735797,0.4957490064635276,16,25,4,7,15,16,7,7
3037,3272,1,0.934,0.24411881531731372,0.44033216251707086,16,25,4,7,10,17,7,7
3037,3273,1,0.929,0.24555410137523415,0.44269616343142204,16,25,4,7,11,17,7,7
3037,3274,1,0.923,0.24707539058454087,0.4451503585101714,16,25,4,7,12,17,7,7
3037,3275,0.999,0.917,0.24962747402367624,0.44930108637594146,16,25,4,7,13,17,7,7
3037,3276,0.999,0.91,0.25510209431137987,0.45835542115025707,16,25,4,7,14,17,7,7
3037,3277,0.996,0.901,0.2630323364277751,0.4722866685679519,16,25,4,7,15,17,7,7
3037,3278,0.984,0.889,0.2754332828703099,0.49844436313536744,16,25,4,7,16,17,7,7
3037,3279,0.998,0.867,0.23641632415486258,0.43173811365359427,16,25,4,7,10,18,7,7
3037,3280,0.996,0.857,0.23801821724759076,0.4339011294600028,16,25,4,7,11,18,7,7
3037,3281,0.993,0.846,0.24079698400319471,0.4373717063475171,16,25,4,7,12,18,7,7
3037,3282,0.988,0.833,0.24618515569835853,0.4441823654528153,16,25,4,7,13,18,7,7
3037,3283,0.977,0.819,0.25534008872641256,0.4565863241034006,16,25,4,7,14,18,7,7
3037,3284,0.952,0.8,0.26920221397535504,0.47801422852540265,16,25,4,7,15,18,7,7
3037,3285,0.89,0.778,0.2897943388020169,0.5116648432486383,16,25,4,7,16,18,7,7
3037,3286,0.746,0.889,0.31185245117975835,0.5381431498350622,16,25,4,7,17,18,7,7
3037,3287,0.985,0.8,0.23726526775224843,0.4324807350867791,16,25,4,7,10,19,7,7
