spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B,ND_magnitude,ND_angle
7,7,0,0,1,1,10,14,1,1,10,14,1,1,0,0
7,8,0.196,0.25,0.8957861858134339,0.8750445319431183,10,14,1,1,11,14,1,1,0.3176727876290319,51.90355391972503
7,9,0.417,0.5,0.7436655176388043,0.754349285656231,10,14,1,1,12,14,1,1,0.6510675848174289,50.17189369571569
7,10,0.675,0.75,0.5640672671327409,0.6482855953987072,10,14,1,1,13,14,1,1,1.0090218035305283,48.01278750418334
7,11,0.156,0.2,0.8333501958998788,0.8289995783560723,10,14,1,1,10,15,1,1,0.25364542179980304,52.04576912486749
7,12,0.367,0.4,0.7690206180801814,0.7665448775339282,10,14,1,1,11,15,1,1,0.5428526503573506,47.46361843038432
7,13,0.595,0.6,0.6810335877637239,0.6700749994864602,10,14,1,1,12,15,1,1,0.845,45.23972989608085
7,14,0.833,0.8,0.5429812568291179,0.5750409207607744,10,14,1,1,13,15,1,1,1.1549411240405287,43.842312670343695
7,15,1,1,0.4654417113232615,0.5369139926520148,10,14,1,1,14,15,1,1,1.4142135623730951,45
7,16,0.267,0.333,0.6804883760518765,0.7274651630812343,10,14,1,1,10,16,1,1,0.42682314838818197,51.27729848959756
7,17,0.475,0.5,0.6171784715981978,0.6761404055063222,10,14,1,1,11,16,1,1,0.689655711206686,46.46880071438583
7,18,0.688,0.667,0.5334278524964093,0.5989054040845461,10,14,1,1,12,16,1,1,0.9582447495290543,44.11209221445276
7,19,0.887,0.834,0.45148060589130523,0.5232091341158902,10,14,1,1,13,16,1,1,1.2175077001809886,43.23607387047727
7,20,1,1,0.4454651113272172,0.49466025532851854,10,14,1,1,14,16,1,1,1.4142135623730951,45
7,22,0.351,0.429,0.5586798531741909,0.6598596765822239,10,14,1,1,10,17,1,1,0.5542941457385239,50.71059313749964
7,23,0.55,0.572,0.5007946822972827,0.6158678347486193,10,14,1,1,11,17,1,1,0.7935263070623431,46.12330271407542
7,24,0.744,0.715,0.4286194198862039,0.5523697313839058,10,14,1,1,12,17,1,1,1.0318725696518924,43.86130305767169
7,25,0.914,0.858,0.3593290808906975,0.49165841893966966,10,14,1,1,13,17,1,1,1.253618761825141,43.18990060488225
7,26,1,1,0.34283573806130474,0.4693613259943986,10,14,1,1,14,17,1,1,1.4142135623730951,45
7,29,0.417,0.5,0.4694208763351768,0.6144730183347202,10,14,1,1,10,18,1,1,0.6510675848174289,50.17189369571569
7,30,0.606,0.625,0.4193902248789615,0.5762920192742751,10,14,1,1,11,18,1,1,0.8705521236548677,45.884267568537325
7,31,0.783,0.75,0.3604944969694889,0.5229455891026109,10,14,1,1,12,18,1,1,1.0842458208358472,43.76681751208307
7,32,0.931,0.875,0.3066220512179867,0.47309774403783944,10,14,1,1,13,18,1,1,1.2776486214918403,43.223955746641266
7,33,1,1,0.29140645432881285,0.45524067206171215,10,14,1,1,14,18,1,1,1.4142135623730951,45
7,37,0.47,0.556,0.40379344126290195,0.5828650361899724,10,14,1,1,10,19,1,1,0.7280357134097201,49.79136992513821
7,38,0.648,0.667,0.3607537253139387,0.549280706099774,10,14,1,1,11,19,1,1,0.9299424713389534,45.82779016376089
7,39,0.812,0.778,0.31213036107092695,0.5034714391629826,10,14,1,1,12,19,1,1,1.1245568015889638,43.77499392336269
7,40,0.942,0.889,0.26947774529136825,0.4614025290140731,10,14,1,1,13,19,1,1,1.2952548011877816,43.34198327139377
7,41,1,1,0.2581346301613995,0.4465215161640319,10,14,1,1,14,19,1,1,1.4142135623730951,45
7,46,0.514,0.6,0.35660148061691443,0.5597745314271771,10,14,1,1,10,20,1,1,0.7900607571573214,49.41443730943629
7,47,0.683,0.7,0.31948824421470146,0.529758589893655,10,14,1,1,11,20,1,1,0.9780025562338782,45.70425104761646
7,48,0.833,0.8,0.2787978690540993,0.489513451495458,10,14,1,1,12,20,1,1,1.1549411240405287,43.842312670343695
7,49,0.95,0.9,0.244160771405585,0.4529991221387607,10,14,1,1,13,20,1,1,1.3086252328302401,43.45184230102203
7,50,1,1,0.23478092913119042,0.4401613208877744,10,14,1,1,14,20,1,1,1.4142135623730951,45
7,56,0.552,0.637,0.32019056295140336,0.5411276073934516,10,14,1,1,10,21,1,1,0.8428956044493292,49.089041308063145
7,57,0.711,0.727,0.288039760062756,0.5139725651777333,10,14,1,1,11,21,1,1,1.0168824907529876,45.637478890397006
7,58,0.85,0.819,0.25358270525562654,0.47805907961474103,10,14,1,1,12,21,1,1,1.180364774127049,43.93591075394674
7,59,0.956,0.91,0.22499862266561366,0.4457496187205533,10,14,1,1,13,21,1,1,1.3198621140103992,43.58784985936643
7,60,1,1,0.2169619412029682,0.4342936377451555,10,14,1,1,14,21,1,1,1.4142135623730951,45
7,67,0.583,0.667,0.291762694347374,0.5257560942415267,10,14,1,1,10,22,1,1,0.8858769666268561,48.84449629236031
7,68,0.734,0.75,0.2638087227320638,0.5009864591475803,10,14,1,1,11,22,1,1,1.0494074518508052,45.61772031873618
7,69,0.864,0.834,0.2344976120192711,0.4686106055815721,10,14,1,1,12,22,1,1,1.20085469562308,43.98781238601755
7,70,0.96,0.917,0.21060548623010533,0.4396741421603333,10,14,1,1,13,22,1,1,1.327587661889037,43.68764642844549
7,71,1,1,0.20356905499560607,0.4292563089837306,10,14,1,1,14,22,1,1,1.4142135623730951,45
7,79,0.611,0.693,0.26920341356563615,0.5129803253329905,10,14,1,1,10,23,1,1,0.9238885214137038,48.59821760873251
7,80,0.754,0.769,0.2447843591948815,0.49024187382135564,10,14,1,1,11,23,1,1,1.076975858596654,45.5642868714104
7,81,0.876,0.847,0.2195703791696363,0.46082749365117137,10,14,1,1,12,23,1,1,1.21851754193364,44.0357395636297
7,82,0.964,0.924,0.19926975594493668,0.43467794903087387,10,14,1,1,13,23,1,1,1.3353171907827743,43.78628794224619
7,83,1,1,0.19293217005886776,0.4250970281686448,10,14,1,1,14,23,1,1,1.4142135623730951,45
7,92,0.635,0.715,0.25402638653904597,0.503934038934271,10,14,1,1,10,24,1,1,0.9562687906650514,48.39133941979635
7,93,0.771,0.786,0.2325855963664828,0.4829208506372903,10,14,1,1,11,24,1,1,1.101016348652462,45.55196538563021
7,94,0.885,0.858,0.21077161857014481,0.4559626000162139,10,14,1,1,12,24,1,1,1.2326349824664233,44.11252878477023
7,95,0.967,0.929,0.19344155756402903,0.4321274721795144,10,14,1,1,13,24,1,1,1.3409436975503484,43.851820587056174
7,96,1,1,0.18789339412344808,0.42336222684834557,10,14,1,1,14,24,1,1,1.4142135623730951,45
7,106,0.656,0.734,0.24399153162299014,0.4977400448852257,10,14,1,1,10,25,1,1,0.9844247050943002,48.21179046849704
7,107,0.786,0.8,0.224977270853554,0.47813047683077925,10,14,1,1,11,25,1,1,1.1215150467113673,45.50575036560359
7,108,0.894,0.867,0.20584690739077527,0.4531258880183169,10,14,1,1,12,25,1,1,1.245361393331269,44.12159861213082
7,109,0.97,0.934,0.19085652510872975,0.43112768176894034,10,14,1,1,13,25,1,1,1.3465719438633794,43.916805504686025
7,110,1,1,0.1860587377265459,0.4230845188085147,10,14,1,1,14,25,1,1,1.4142135623730951,45
7,121,0.675,0.75,0.2375242578111536,0.493415760228754,10,14,1,1,10,26,1,1,1.0090218035305283,48.01278750418334
7,122,0.799,0.813,0.2204392478177467,0.47494353996092686,10,14,1,1,11,26,1,1,1.1398991183433735,45.49759351516161
7,123,0.901,0.875,0.20343213995664888,0.45149355100935473,10,14,1,1,12,26,1,1,1.2559562094277013,44.1612703502124
7,124,0.972,0.938,0.19029043263401746,0.43095329054645237,10,14,1,1,13,26,1,1,1.3507879182166236,43.980182838947904
7,125,1,1,0.18625874276589716,0.4235259329091621,10,14,1,1,14,26,1,1,1.4142135623730951,45
7,137,0.692,0.765,0.23417825014246618,0.49053435365609643,10,14,1,1,10,27,1,1,1.0315468966556973,47.8682891592215
7,138,0.81,0.824,0.21875307806511768,0.4730134592685078,10,14,1,1,11,27,1,1,1.1554548887775757,45.490894299759304
7,139,0.907,0.883,0.20354117298939145,0.4508473509883445,10,14,1,1,12,27,1,1,1.2658349023470636,44.231834459858305
7,140,0.974,0.942,0.19193626185495327,0.43151221841339726,10,14,1,1,13,27,1,1,1.3550055350440455,44.04316571080396
7,141,1,1,0.18852703840165808,0.42462386280415043,10,14,1,1,14,27,1,1,1.4142135623730951,45
7,154,0.707,0.778,0.23201094408083933,0.48834277767466505,10,14,1,1,10,28,1,1,1.0512530618266944,47.73730967169152
7,155,0.82,0.834,0.2178644044068615,0.471624045171828,10,14,1,1,11,28,1,1,1.169596511622705,45.484958740980126
7,156,0.913,0.889,0.2039906904361073,0.45053338958640576,10,14,1,1,12,28,1,1,1.2743194262036501,44.23694927279852
7,157,0.976,0.945,0.19348180065741427,0.43220315777268314,10,14,1,1,13,28,1,1,1.3585289838645327,44.07547370760929
7,158,1,1,0.19046635892014152,0.4257624179638778,10,14,1,1,14,28,1,1,1.4142135623730951,45
7,172,0.721,0.79,0.230843553758723,0.48682770772599626,10,14,1,1,10,29,1,1,1.0695517752778498,47.61460238294134
7,173,0.83,0.842,0.21780517705558566,0.470807418204635,10,14,1,1,11,29,1,1,1.182312987326114,45.411206668267354
7,174,0.917,0.895,0.20510839796203273,0.45064858039295264,10,14,1,1,12,29,1,1,1.2813719210283954,44.304390056646575
7,175,0.977,0.948,0.19560118822692163,0.433188445714643,10,14,1,1,13,29,1,1,1.361335006528518,44.13690809174495
7,176,1,1,0.19298889740288683,0.42713862213154974,10,14,1,1,14,29,1,1,1.4142135623730951,45
7,191,0.733,0.8,0.23070749931471723,0.48571523064487565,10,14,1,1,10,30,1,1,1.0850294926867197,47.50252824409249
7,192,0.838,0.85,0.2186605665100534,0.4703122603481207,10,14,1,1,11,30,1,1,1.1936264072145857,45.40730910667275
7,193,0.922,0.9,0.20698884200436007,0.45097523703150666,10,14,1,1,12,30,1,1,1.2884424705822142,44.30820752181387
7,194,0.979,0.95,0.19833132041391055,0.4342800298466605,10,14,1,1,13,30,1,1,1.364163113414228,44.13869754068755
7,195,1,1,0.19606015920388664,0.4285675328440719,10,14,1,1,14,30,1,1,1.4142135623730951,45
7,211,0.745,0.81,0.23119891647946078,0.4849099133558705,10,14,1,1,10,31,1,1,1.1005112448312375,47.393606967284825
7,212,0.845,0.857,0.22003274838321263,0.47006055869485097,10,14,1,1,11,31,1,1,1.20352565406808,45.403958849479444
7,213,0.926,0.905,0.20928187516737995,0.45145956686194644,10,14,1,1,12,31,1,1,1.29479766759135,44.342895348641875
7,214,0.98,0.953,0.20141109347131447,0.4354471381872903,10,14,1,1,13,31,1,1,1.3669707385310044,44.19974886112155
7,215,1,1,0.19951301295340818,0.4300287949417245,10,14,1,1,14,31,1,1,1.4142135623730951,45
7,232,0.755,0.818,0.23282874395959718,0.4846558087813697,10,14,1,1,10,32,1,1,1.1131706967037893,47.293519343921346
7,233,0.852,0.864,0.22255964343950752,0.4703223599128973,10,14,1,1,11,32,1,1,1.213424904969401,45.40066325579215
7,234,0.929,0.909,0.21279375469588757,0.45240495028033223,10,14,1,1,12,32,1,1,1.2997392046099094,44.3765667213238
7,235,0.981,0.955,0.2058241898500378,0.43702895851947554,10,14,1,1,13,32,1,1,1.3690821743051071,44.23057814167079
7,236,1,1,0.20445034723231992,0.4318919858045497,10,14,1,1,14,32,1,1,1.4142135623730951,45
7,254,0.765,0.826,0.23679872828662019,0.4854594857761968,10,14,1,1,10,33,1,1,1.1258334690352743,47.19568289162376
7,255,0.858,0.87,0.22752752301597579,0.47162048672506607,10,14,1,1,11,33,1,1,1.2219099803176992,45.397880961834595
7,256,0.932,0.913,0.21884984885337833,0.4543516294959733,10,14,1,1,12,33,1,1,1.3046811871104758,44.40998301888829
7,257,0.982,0.957,0.21290122394536082,0.4395887656631611,10,14,1,1,13,33,1,1,1.371194005237771,44.261312468270305
7,258,1,1,0.21222013861529732,0.434755947644177,10,14,1,1,14,33,1,1,1.4142135623730951,45
7,277,0.774,0.834,0.24332635169555017,0.48754911774984167,10,14,1,1,10,34,1,1,1.1378189662683602,47.13691085375725
7,278,0.864,0.876,0.23514623119503597,0.4741924722372943,10,14,1,1,11,34,1,1,1.2303950585076322,45.39513704250749
7,279,0.935,0.917,0.227657950092779,0.45754877095423285,10,14,1,1,12,34,1,1,1.3096236100498495,44.4431471063766
7,280,0.983,0.959,0.2228466073568599,0.44338778760665376,10,14,1,1,13,34,1,1,1.373306229506005,44.29195226132608
7,281,1,1,0.22302348675333172,0.4388912562740884,10,14,1,1,14,34,1,1,1.4142135623730951,45
7,301,0.782,0.84,0.24958806455945248,0.48922360670327636,10,14,1,1,10,35,1,1,1.1476602284648536,47.04792842465167
7,302,0.869,0.881,0.24235492573489803,0.476280192123012,10,14,1,1,11,35,1,1,1.2374659591277652,45.39287918752986
7,303,0.938,0.92,0.23588401271423431,0.46017670684689393,10,14,1,1,12,35,1,1,1.3138660510112894,44.444945226930045
7,304,0.983,0.96,0.23202041420117914,0.44652427939536554,10,14,1,1,13,35,1,1,1.374004730705102,44.32180062666801
7,305,1,1,0.23284914899804832,0.4422740090242844,10,14,1,1,14,35,1,1,1.4142135623730951,45
7,326,0.549,0.75,0.5138704339243976,0.6303115655701864,10,14,1,1,10,11,4,1,0.9294627480431908,53.795872279158445
7,327,0.353,0.5,0.633572578773017,0.6961982322424688,10,14,1,1,10,12,4,1,0.6120531022713633,54.777908305410044
7,328,0.424,0.751,0.5738816790165453,0.6658420883436357,10,14,1,1,11,12,4,1,0.8624250692089139,60.55177189320716
7,329,0.277,0.25,0.7746482611602794,0.7991440994835539,10,14,1,1,10,13,4,1,0.3731340241789805,42.067106957299316
7,330,0.363,0.501,0.6950536058277259,0.7466028113472839,10,14,1,1,11,13,4,1,0.6186840873984072,54.07475802100869
7,331,0.454,0.751,0.5936580441867642,0.6791446936270293,10,14,1,1,12,13,4,1,0.8775631031441556,58.84589274129672
7,332,0.377,0,0.7893028848119584,0.831210431270888,10,14,1,1,10,14,4,1,0.377,0
7,333,0.496,0.25,0.7033857822218992,0.7591784605267957,10,14,1,1,11,14,4,1,0.5554421662063477,26.749578009339476
7,334,0.625,0.5,0.606863400321524,0.6859957719861582,10,14,1,1,12,14,4,1,0.8003905296791061,38.65980825409009
7,335,0.775,0.75,0.5191535203177771,0.6271286422388692,10,14,1,1,13,14,4,1,1.0784827305061495,44.060809054264425
7,336,0.617,0.2,0.65062941172708455,0.6790434969231395,10,14,1,1,10,15,4,1,0.6486054270509922,17.96005562599744
7,337,0.735,0.4,0.6025445812215188,0.6272339939762475,10,14,1,1,11,15,4,1,0.8367944789492818,28.555814208511237
7,338,0.852,0.6,0.5332645654893434,0.5766143599076414,10,14,1,1,12,15,4,1,1.0420671763374951,35.15417763214743
7,339,0.958,0.8,0.48143808807872246,0.5442396614864624,10,14,1,1,13,15,4,1,1.2481041623197962,39.8643480305236
7,340,1,1,0.46813535929898087,0.5550571842548636,10,14,1,1,14,15,4,1,1.4142135623730951,45
7,341,0.759,0.333,0.47861416992666617,0.5841589633011863,10,14,1,1,10,16,4,1,0.828836533943817,23.688751574184266
7,342,0.855,0.5,0.45295071830193656,0.5484653816307723,10,14,1,1,11,16,4,1,0.9904670615421797,30.31889620075734
7,343,0.936,0.667,0.44282428906548255,0.5180211624829136,10,14,1,1,12,16,4,1,1.1493411155962359,35.47393213458609
7,344,0.989,0.834,0.46390978404139105,0.5049221185358533,10,14,1,1,13,16,4,1,1.2937066900963294,40.14013290648475
7,345,1,1,0.46199048358847616,0.5185345475208305,10,14,1,1,14,16,4,1,1.4142135623730951,45
7,347,0.846,0.429,0.37112417455934976,0.5304199723965843,10,14,1,1,10,17,4,1,0.9485552171592331,26.889210544462532
7,348,0.917,0.572,0.3551601960012396,0.5055888663050816,10,14,1,1,11,17,4,1,1.0807742595010301,31.954808288341393
7,349,0.97,0.715,0.352828990706039,0.4867692971710378,10,14,1,1,12,17,4,1,1.2050414930615458,36.39442491339615
7,350,0.997,0.858,0.3726533442983494,0.48137905673818826,10,14,1,1,13,17,4,1,1.3153604068847442,40.71468599596135
7,351,1,1,0.41979081676660557,0.4920474509765781,10,14,1,1,14,17,4,1,1.4142135623730951,45
7,354,0.899,0.5,0.31241241824689525,0.5004752422334569,10,14,1,1,10,18,4,1,1.0286889714583316,29.08165337452632
7,355,0.951,0.625,0.3047738418778987,0.4828304784697115,10,14,1,1,11,18,4,1,1.1379920913609198,33.31303517955365
7,356,0.985,0.75,0.3070021516813797,0.47083344936643945,10,14,1,1,12,18,4,1,1.2380327136227056,37.28641859227888
7,357,0.999,0.875,0.32276366225411357,0.4690611901070574,10,14,1,1,13,18,4,1,1.3280158131588644,41.21433562286915
7,358,1,1,0.3528796214141927,0.4777391240196257,10,14,1,1,14,18,4,1,1.4142135623730951,45
7,362,0.932,0.556,0.2726649939489799,0.48204364159655533,10,14,1,1,10,19,4,1,1.0852465157741813,30.818887613197184
7,363,0.969,0.667,0.2704051685456841,0.468996553157624,10,14,1,1,11,19,4,1,1.1763715399481578,34.54113298956163
7,364,0.992,0.778,0.27571075403877865,0.4608817570060241,10,14,1,1,12,19,4,1,1.2606934599655857,38.106174494033816
7,365,0.999,0.889,0.2889411276450673,0.46056205740673617,10,14,1,1,13,19,4,1,1.3372815709490653,41.66556206288983
7,366,1,1,0.31003910471272267,0.4673479952918629,10,14,1,1,14,19,4,1,1.4142135623730951,45
7,371,0.953,0.6,0.24779737481895903,0.4696951624244615,10,14,1,1,10,20,4,1,1.1261478588533567,32.19413932895504
7,372,0.98,0.7,0.24818632503642235,0.45969713371317666,10,14,1,1,11,20,4,1,1.2043255373859678,35.53767779197438
7,373,0.995,0.8,0.2545192708305887,0.4539899219624184,10,14,1,1,12,20,4,1,1.2767243241984545,38.79998113532084
7,374,1,0.9,0.26714052323404414,0.45446255349718045,10,14,1,1,13,20,4,1,1.3453624047073711,41.98721249581666
7,375,1,1,0.2854880318140248,0.4601548216623701,10,14,1,1,14,20,4,1,1.4142135623730951,45
7,381,0.967,0.637,0.2288883993215426,0.4587265672168558,10,14,1,1,10,21,4,1,1.1579542305289963,33.374429298971094
