spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B
4026,4026,0,0,1,1,15,26,1,10,15,26,1,10
4026,4027,0.364,0.091,0.7388435040489209,0.7598613853906129,15,26,1,10,16,26,1,10
4026,4028,0.67,0.182,0.5057732087808176,0.6215837577491141,15,26,1,10,17,26,1,10
4026,4029,0.864,0.273,0.36258239788214675,0.538807247473436,15,26,1,10,18,26,1,10
4026,4030,0.956,0.364,0.30396413827420854,0.49181660858598,15,26,1,10,19,26,1,10
4026,4031,0.989,0.455,0.28835597254869805,0.467910084798545,15,26,1,10,20,26,1,10
4026,4032,0.998,0.546,0.2886152137964776,0.45810443781597476,15,26,1,10,21,26,1,10
4026,4033,1,0.637,0.30034954422335725,0.4658150550418847,15,26,1,10,22,26,1,10
4026,4034,1,0.728,0.3183931667135139,0.4911608382696603,15,26,1,10,23,26,1,10
4026,4035,1,0.819,0.33212901680095663,0.5225784171248076,15,26,1,10,24,26,1,10
4026,4036,1,0.91,0.33848554696380073,0.5404855157012755,15,26,1,10,25,26,1,10
4026,4037,0.888,0.353,0.4028680137905133,0.5619450561200192,15,26,1,10,10,27,1,10
4026,4038,0.817,0.312,0.4495233677660202,0.5877557515737011,15,26,1,10,11,27,1,10
4026,4039,0.702,0.267,0.5289381733734677,0.6316753751336696,15,26,1,10,12,27,1,10
4026,4040,0.525,0.214,0.6476278829510849,0.6978325419738036,15,26,1,10,13,27,1,10
4026,4041,0.27,0.153,0.7999170924740344,0.7970544121815764,15,26,1,10,14,27,1,10
4026,4042,0.052,0.083,0.9566432842947037,0.9693468009092683,15,26,1,10,15,27,1,10
4026,4043,0.402,0.167,0.7160956732038435,0.7503254149716875,15,26,1,10,16,27,1,10
4026,4044,0.691,0.25,0.4986094492215959,0.6137972529728345,15,26,1,10,17,27,1,10
4026,4045,0.874,0.333,0.3561893847318929,0.5312134852654391,15,26,1,10,18,27,1,10
