spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B
4949,4949,0,0,1,1,17,22,10,10,17,22,10,10
4949,4950,0.387,0.2,0.7437176710139919,0.8012991218471422,17,22,10,10,18,22,10,10
4949,4951,0.745,0.4,0.5237748611048891,0.6320551879865071,17,22,10,10,19,22,10,10
4949,4952,0.955,0.6,0.4134007322427422,0.5420411528833664,17,22,10,10,20,22,10,10
4949,4953,0.999,0.8,0.4038538179989134,0.5369972680764552,17,22,10,10,21,22,10,10
4949,4954,0.861,0.615,0.3175065277300685,0.5172825781784338,17,22,10,10,10,23,10,10
4949,4955,0.804,0.584,0.35115413610969626,0.5444868070193478,17,22,10,10,11,23,10,10
4949,4956,0.722,0.545,0.4013434443476508,0.5821596977795949,17,22,10,10,12,23,10,10
4949,4957,0.608,0.5,0.47636280738516423,0.6344726335793642,17,22,10,10,13,23,10,10
4949,4958,0.454,0.444,0.5868187106856836,0.706935408890232,17,22,10,10,14,23,10,10
4949,4959,0.266,0.375,0.7363717267885478,0.8033088204097958,17,22,10,10,15,23,10,10
4949,4960,0.143,0.286,0.8632794079751125,0.893948087360873,17,22,10,10,16,23,10,10
4949,4961,0.322,0.167,0.7528819122208712,0.8193009526597048,17,22,10,10,17,23,10,10
4949,4962,0.651,0.334,0.5696828221150803,0.6667255986012606,17,22,10,10,18,23,10,10
4949,4963,0.887,0.5,0.4478702174663616,0.5467900718125445,17,22,10,10,19,23,10,10
4949,4964,0.986,0.667,0.38918618728687404,0.49496541779146674,17,22,10,10,20,23,10,10
4949,4965,1,0.834,0.3914681956921573,0.5049978247999649,17,22,10,10,21,23,10,10
4949,4966,1,1,0.4038959754900068,0.5378644237611673,17,22,10,10,22,23,10,10
4949,4967,0.727,0.643,0.36889425305498447,0.5631859747166219,17,22,10,10,10,24,10,10
4949,4968,0.637,0.616,0.42033055965879207,0.5985273661522368,17,22,10,10,11,24,10,10
4949,4969,0.525,0.583,0.4906029350876341,0.644286268518915,17,22,10,10,12,24,10,10
4949,4970,0.396,0.546,0.5825846177510093,0.7020014087010721,17,22,10,10,13,24,10,10
4949,4971,0.279,0.5,0.6863871056553357,0.7686327497008902,17,22,10,10,14,24,10,10
4949,4972,0.222,0.445,0.7610376383765238,0.8199615997067028,17,22,10,10,15,24,10,10
4949,4973,0.266,0.375,0.7219551322382594,0.7927066329832904,17,22,10,10,16,24,10,10
4949,4974,0.551,0.286,0.5639442021016964,0.6875969101701064,17,22,10,10,17,24,10,10
4949,4975,0.801,0.429,0.4298402943508436,0.5728916019365095,17,22,10,10,18,24,10,10
4949,4976,0.947,0.572,0.35962042363623103,0.49578980277204743,17,22,10,10,19,24,10,10
4949,4977,0.995,0.715,0.36449891483426733,0.47387547755961645,17,22,10,10,20,24,10,10
4949,4978,1,0.858,0.3819932397399102,0.4880071488406085,17,22,10,10,21,24,10,10
4949,4979,1,1,0.3942832790117531,0.517226682019621,17,22,10,10,22,24,10,10
4949,4981,0.57,0.667,0.4321037046825347,0.6072429666617968,17,22,10,10,10,25,10,10
4949,4982,0.473,0.643,0.492792175636352,0.645229720563897,17,22,10,10,11,25,10,10
4949,4983,0.378,0.616,0.5637122233838594,0.6894465174824203,17,22,10,10,12,25,10,10
4949,4984,0.306,0.583,0.6348906370633163,0.7352230913797166,17,22,10,10,13,25,10,10
4949,4985,0.273,0.546,0.6831448102674217,0.7670878231700996,17,22,10,10,14,25,10,10
4949,4986,0.279,0.5,0.6693129084168452,0.7561895829675395,17,22,10,10,15,25,10,10
4949,4987,0.454,0.444,0.5628256523551598,0.6913358995633534,17,22,10,10,16,25,10,10
4949,4988,0.706,0.375,0.43303501632732433,0.599492896633776,17,22,10,10,17,25,10,10
4949,4989,0.885,0.5,0.3424845139168422,0.5173145981363492,17,22,10,10,18,25,10,10
4949,4990,0.974,0.625,0.30692128440555255,0.4714883840907488,17,22,10,10,19,25,10,10
4949,4991,0.998,0.75,0.327310235146388,0.46663471145478164,17,22,10,10,20,25,10,10
4949,4992,1,0.875,0.376950026290357,0.48440459710675177,17,22,10,10,21,25,10,10
4949,4993,1,1,0.38904402966882345,0.5099168974082354,17,22,10,10,22,25,10,10
4949,4996,0.446,0.688,0.48597426941005417,0.6411914434321468,17,22,10,10,10,26,10,10
4949,4997,0.377,0.667,0.5397252940412807,0.6747358229020952,17,22,10,10,11,26,10,10
4949,4998,0.329,0.643,0.5900134924014502,0.7069434153579561,17,22,10,10,12,26,10,10
4949,4999,0.308,0.615,0.6230815137547139,0.728271901764814,17,22,10,10,13,26,10,10
4949,5000,0.306,0.583,0.6179558047048495,0.7238811740013946,17,22,10,10,14,26,10,10
4949,5001,0.396,0.546,0.5536794405290564,0.6843113387565722,17,22,10,10,15,26,10,10
4949,5002,0.608,0.5,0.444635253620832,0.6175911952272921,17,22,10,10,16,26,10,10
4949,5003,0.808,0.445,0.3493136167300245,0.5443640935328252,17,22,10,10,17,26,10,10
4949,5004,0.933,0.556,0.29288431228659084,0.4875589769913897,17,22,10,10,18,26,10,10
4949,5005,0.987,0.667,0.2822339379821627,0.46239873226131756,17,22,10,10,19,26,10,10
4949,5006,0.999,0.778,0.3141593034192398,0.46710082626775207,17,22,10,10,20,26,10,10
4949,5007,1,0.889,0.3755353604537318,0.48641710028977636,17,22,10,10,21,26,10,10
4949,5008,1,1,0.38835129153307246,0.5107873659520128,17,22,10,10,22,26,10,10
4949,5012,0.381,0.706,0.5159871590096059,0.6604837726573876,17,22,10,10,10,27,10,10
4949,5013,0.348,0.688,0.5526294418398705,0.6838903658766733,17,22,10,10,11,27,10,10
4949,5014,0.333,0.667,0.5762394779325546,0.6991184021969519,17,22,10,10,12,27,10,10
4949,5015,0.329,0.643,0.5746669782251769,0.6977840639496874,17,22,10,10,13,27,10,10
4949,5016,0.378,0.616,0.5350611898573213,0.6732402925137579,17,22,10,10,14,27,10,10
4949,5017,0.525,0.583,0.4551075279289185,0.6265979273152575,17,22,10,10,15,27,10,10
4949,5018,0.722,0.545,0.36530177803364283,0.5676840612824212,17,22,10,10,16,27,10,10
4949,5019,0.875,0.5,0.2993352440984576,0.5114165644955635,17,22,10,10,17,27,10,10
4949,5020,0.96,0.6,0.26832801485022506,0.47310064684366115,17,22,10,10,18,27,10,10
4949,5021,0.993,0.7,0.27556682758890905,0.4612286148857645,17,22,10,10,19,27,10,10
4949,5022,1,0.8,0.31724024112691085,0.47140212433392636,17,22,10,10,20,27,10,10
4949,5023,1,0.9,0.37680097421339664,0.4911911471192424,17,22,10,10,21,27,10,10
4949,5024,1,1,0.38841665424465277,0.512362273066961,17,22,10,10,22,27,10,10
4949,5029,0.364,0.722,0.5216719410515331,0.665250139595791,17,22,10,10,10,28,10,10
4949,5030,0.353,0.706,0.5392169196079752,0.6767296542051757,17,22,10,10,11,28,10,10
4949,5031,0.348,0.688,0.5394175093821125,0.6770204217999811,17,22,10,10,12,28,10,10
4949,5032,0.377,0.667,0.5140983447385321,0.6615737584316581,17,22,10,10,13,28,10,10
4949,5033,0.473,0.643,0.45847587849244764,0.6293089754664061,17,22,10,10,14,28,10,10
4949,5034,0.637,0.616,0.3831540156004002,0.5842979981976558,17,22,10,10,15,28,10,10
4949,5035,0.804,0.584,0.314965301999547,0.5350086893500368,17,22,10,10,16,28,10,10
4949,5036,0.917,0.546,0.27179217132925604,0.4925320408609515,17,22,10,10,17,28,10,10
4949,5037,0.976,0.636,0.25975973430820176,0.4674186276199275,17,22,10,10,18,28,10,10
4949,5038,0.996,0.727,0.2800370937001312,0.46412726667591164,17,22,10,10,19,28,10,10
4949,5039,1,0.819,0.3277070009992593,0.47703077851045483,17,22,10,10,20,28,10,10
4949,5040,1,0.909,0.3778786613473464,0.4950457919895086,17,22,10,10,21,28,10,10
4949,5041,1,1,0.38688646847774144,0.5105150716630766,17,22,10,10,22,28,10,10
4949,5047,0.368,0.737,0.5096978396927625,0.6591833435145706,17,22,10,10,10,29,10,10
4949,5048,0.364,0.722,0.5108795392951591,0.6604076269511925,17,22,10,10,11,29,10,10
4949,5049,0.381,0.706,0.49429264336967726,0.6506564602869114,17,22,10,10,12,29,10,10
4949,5050,0.446,0.688,0.455870094511445,0.6283554648130287,17,22,10,10,13,29,10,10
4949,5051,0.57,0.667,0.39746190502631473,0.5947892591927157,17,22,10,10,14,29,10,10
4949,5052,0.727,0.643,0.3340965736132354,0.5543714984727655,17,22,10,10,15,29,10,10
4949,5053,0.861,0.615,0.2846281338050878,0.5140721581701148,17,22,10,10,16,29,10,10
4949,5054,0.945,0.584,0.2592414623929784,0.48237158845083383,17,22,10,10,17,29,10,10
4949,5055,0.985,0.667,0.2608025016801022,0.46662314331990984,17,22,10,10,18,29,10,10
4949,5056,0.998,0.75,0.2886098512014269,0.46857736793198745,17,22,10,10,19,29,10,10
4949,5057,1,0.833,0.3362522334935797,0.481682571841221,17,22,10,10,20,29,10,10
4949,5058,1,0.917,0.37750336679881846,0.4958843750515973,17,22,10,10,21,29,10,10
4949,5059,1,1,0.38418194428813157,0.5059880075889682,17,22,10,10,22,29,10,10
4949,5066,0.377,0.75,0.4876326523370871,0.646953246091168,17,22,10,10,10,30,10,10
4949,5067,0.388,0.737,0.4766910800415216,0.6408792965014604,17,22,10,10,11,30,10,10
4949,5068,0.432,0.722,0.4498827336329333,0.6254480624118683,17,22,10,10,12,30,10,10
4949,5069,0.524,0.706,0.4062598506248406,0.6006951156513541,17,22,10,10,13,30,10,10
4949,5070,0.657,0.688,0.3524184478713407,0.5686857058893254,17,22,10,10,14,30,10,10
4949,5071,0.795,0.667,0.30208431527999735,0.5334961458432842,17,22,10,10,15,30,10,10
4949,5072,0.901,0.643,0.26768200894785865,0.5008792008398408,17,22,10,10,16,30,10,10
4949,5073,0.963,0.616,0.25492152419639413,0.47740833349959666,17,22,10,10,17,30,10,10
4949,5074,0.991,0.692,0.26552441874359034,0.46807083521706294,17,22,10,10,18,30,10,10
4949,5075,0.999,0.769,0.296475943067544,0.47258745721816064,17,22,10,10,19,30,10,10
4949,5076,1,0.847,0.3392149793128445,0.4839642308894483,17,22,10,10,20,30,10,10
4949,5077,1,0.923,0.3759437784387356,0.49409597279774853,17,22,10,10,21,30,10,10
4949,5078,1,1,0.3812760775363879,0.5008801498723137,17,22,10,10,22,30,10,10
4949,5086,0.395,0.762,0.4613790400766822,0.6322567783419646,17,22,10,10,10,31,10,10
4949,5087,0.426,0.75,0.4424456830502801,0.6215838137694495,17,22,10,10,11,31,10,10
4949,5088,0.494,0.737,0.4102548586880189,0.6034161041738886,17,22,10,10,12,31,10,10
4949,5089,0.601,0.722,0.36685793261760313,0.578534323183928,17,22,10,10,13,31,10,10
4949,5090,0.729,0.706,0.3202561955897085,0.5491610743634543,17,22,10,10,14,31,10,10
4949,5091,0.847,0.688,0.28128497774425143,0.5189188260477563,17,22,10,10,15,31,10,10
4949,5092,0.93,0.667,0.25849856937602,0.4925887104236556,17,22,10,10,16,31,10,10
4949,5093,0.975,0.643,0.2551868198094529,0.4752429339148001,17,22,10,10,17,31,10,10
4949,5094,0.994,0.715,0.2711021434970765,0.47000811652457364,17,22,10,10,18,31,10,10
4949,5095,0.999,0.786,0.30125444621856856,0.47517006181642896,17,22,10,10,19,31,10,10
4949,5096,1,0.858,0.33678120373271614,0.4840808947751779,17,22,10,10,20,31,10,10
4949,5097,1,0.929,0.3691043530160837,0.4910482282791201,17,22,10,10,21,31,10,10
4949,5098,1,1,0.37817370674627115,0.495854572441892,17,22,10,10,22,31,10,10
4949,5107,0.424,0.773,0.4346038624192903,0.6173233928285712,17,22,10,10,10,32,10,10
4949,5108,0.475,0.762,0.41076299100052927,0.6040133352751657,17,22,10,10,11,32,10,10
4949,5109,0.56,0.75,0.376681935041961,0.5848639849063697,17,22,10,10,12,32,10,10
4949,5110,0.671,0.737,0.33625744410234604,0.5609663895833912,17,22,10,10,13,32,10,10
4949,5111,0.788,0.722,0.2972262511824708,0.5344789815809061,17,22,10,10,14,32,10,10
4949,5112,0.885,0.706,0.26811386334921417,0.5085907248597812,17,22,10,10,15,32,10,10
4949,5113,0.949,0.688,0.254386593844789,0.4872727155220208,17,22,10,10,16,32,10,10
4949,5114,0.983,0.667,0.2573893866494559,0.474349930287732,17,22,10,10,17,32,10,10
4949,5115,0.996,0.734,0.2752877054760908,0.4714862108007879,17,22,10,10,18,32,10,10
4949,5116,1,0.8,0.30216500385801237,0.47614212802771194,17,22,10,10,19,32,10,10
4949,5117,1,0.867,0.33017180710951655,0.48260903321991155,17,22,10,10,20,32,10,10
4949,5118,1,0.934,0.35396871863031876,0.4872567482241129,17,22,10,10,21,32,10,10
4949,5119,1,1,0.3738337372599595,0.4905730118463516,17,22,10,10,22,32,10,10
4949,5129,0.464,0.783,0.40899598130837433,0.6032386709108152,17,22,10,10,10,33,10,10
4949,5130,0.53,0.773,0.38247642532549053,0.588574692936896,17,22,10,10,11,33,10,10
4949,5131,0.623,0.762,0.34878865263131276,0.5694194276246995,17,22,10,10,12,33,10,10
4949,5132,0.731,0.75,0.31277116871580324,0.5469711072720649,17,22,10,10,13,33,10,10
4949,5133,0.834,0.737,0.28118952158247934,0.5232499248821252,17,22,10,10,14,33,10,10
4949,5134,0.914,0.722,0.26018911295121083,0.5010490527836438,17,22,10,10,15,33,10,10
4949,5135,0.963,0.706,0.2528831321414573,0.48363303298354887,17,22,10,10,16,33,10,10
4949,5136,0.988,0.688,0.2595413756662742,0.4737763973099258,17,22,10,10,17,33,10,10
