spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B,ND_magnitude,ND_angle
13,13,0,0,1,1,12,15,1,1,12,15,1,1,0,0
13,14,0.267,0.334,0.8129490442829338,0.806091183396632,12,15,1,1,13,15,1,1,0.42760378857068143,51.3611178879718
13,15,0.583,0.667,0.6057724124849249,0.6731679660895995,12,15,1,1,14,15,1,1,0.8858769666268561,48.84449629236031
13,16,0.256,0.5,0.7425723700683857,0.7648651681246463,12,15,1,1,10,16,1,1,0.5617259118110896,62.88755357204426
13,17,0.2,0.4,0.7805290212855114,0.7918526542239868,12,15,1,1,11,16,1,1,0.447213595499958,63.43494882292201
13,18,0.196,0.25,0.7821325366051701,0.7974307270585248,12,15,1,1,12,16,1,1,0.3176727876290319,51.90355391972503
13,19,0.481,0.501,0.6778318865368276,0.6938203724866008,12,15,1,1,13,16,1,1,0.6945228577951916,46.16675884764317
13,20,0.783,0.751,0.5690987985052549,0.5844103994257646,12,15,1,1,14,16,1,1,1.0849377862347684,43.80495497818187
13,21,1,1,0.45076579174335374,0.5263903083061436,12,15,1,1,15,16,1,1,1.4142135623730951,45
13,22,0.286,0.572,0.6435701364625591,0.7065572950061598,12,15,1,1,10,17,1,1,0.6395154415649398,63.43494882292201
13,23,0.256,0.5,0.6505199957823358,0.7115843073852106,12,15,1,1,11,17,1,1,0.5617259118110896,62.88755357204426
13,24,0.325,0.4,0.6196862969908167,0.6959596421585585,12,15,1,1,12,17,1,1,0.5153882032022076,50.9061411137705
13,25,0.595,0.6,0.5278360603767467,0.6151324619714666,12,15,1,1,13,17,1,1,0.845,45.23972989608085
13,26,0.852,0.8,0.4325405062851866,0.5301473163306505,12,15,1,1,14,17,1,1,1.1687189568069818,43.1970961696213
13,27,1,1,0.4039992136251197,0.4859388916714785,12,15,1,1,15,17,1,1,1.4142135623730951,45
13,29,0.314,0.625,0.5539692248115566,0.6592217454471592,12,15,1,1,10,18,1,1,0.6994433501006354,63.32504656734049
13,30,0.311,0.572,0.546074898912548,0.6557996349246186,12,15,1,1,11,18,1,1,0.6510798722123116,61.466796180159996
13,31,0.417,0.5,0.5076570949038298,0.6352647417356522,12,15,1,1,12,18,1,1,0.6510675848174289,50.17189369571569
13,32,0.667,0.667,0.4311512873408818,0.5686127220825814,12,15,1,1,13,18,1,1,0.9432804461028544,45
13,33,0.887,0.834,0.3543504392933061,0.5003098289394581,12,15,1,1,14,18,1,1,1.2175077001809886,43.23607387047727
13,34,1,1,0.3215444007758116,0.4656662345101624,12,15,1,1,15,18,1,1,1.4142135623730951,45
13,37,0.343,0.667,0.48098929876777563,0.6238216811565819,12,15,1,1,10,19,1,1,0.750025332905496,62.785829422383266
13,38,0.362,0.625,0.4661541574531364,0.6168480671972354,12,15,1,1,11,19,1,1,0.7222665712879144,59.920577338540625
13,39,0.486,0.572,0.42749734265351214,0.5955737476206007,12,15,1,1,12,19,1,1,0.7505864373941218,49.64709590659523
13,40,0.716,0.714,0.3641006783432432,0.5388734335916721,12,15,1,1,13,19,1,1,1.0111636860568125,44.91986609488862
13,41,0.908,0.858,0.30424676558024155,0.4819852627448965,12,15,1,1,14,19,1,1,1.2492509755849703,43.37824242899056
13,42,1,1,0.2777737727118035,0.45349121137781534,12,15,1,1,15,19,1,1,1.4142135623730951,45
13,46,0.371,0.7,0.42557941225383933,0.5971680303745897,12,15,1,1,10,20,1,1,0.792237969299629,62.076410284861616
13,47,0.407,0.667,0.40823258734874934,0.5887014799499559,12,15,1,1,11,20,1,1,0.7813693108895434,58.60867096109308
13,48,0.54,0.625,0.37201673965736526,0.5679918641414996,12,15,1,1,12,20,1,1,0.8259691277523634,49.172984476079506
13,49,0.752,0.75,0.31846532398128113,0.5184486628745435,12,15,1,1,13,20,1,1,1.0620753268954137,44.92370739593819
13,50,0.923,0.875,0.2696010206995648,0.4694867827105629,12,15,1,1,14,20,1,1,1.271830963611124,43.470776225728436
13,51,1,1,0.24898029894434803,0.44515199769318814,12,15,1,1,15,20,1,1,1.4142135623730951,45
13,56,0.399,0.727,0.38115099924725127,0.5752306735616461,12,15,1,1,10,21,1,1,0.8292948812093319,61.240663174447214
13,57,0.448,0.7,0.36318355679804226,0.5660707585350562,12,15,1,1,11,21,1,1,0.8310860364607264,57.38075692880717
13,58,0.583,0.667,0.33005963297827856,0.546238482831606,12,15,1,1,12,21,1,1,0.8858769666268561,48.84449629236031
13,59,0.78,0.778,0.28437938496709514,0.5021887096903335,12,15,1,1,13,21,1,1,1.1016732727991545,44.9264496174057
13,60,0.933,0.889,0.24379034327937277,0.4591353334971493,12,15,1,1,14,21,1,1,1.288724175298966,43.61661668778268
13,61,1,1,0.2265186542324028,0.4376669715193985,12,15,1,1,15,21,1,1,1.4142135623730951,45
13,67,0.426,0.75,0.3451905369619689,0.5568550776395118,12,15,1,1,10,22,1,1,0.8625404338348435,60.40342496246962
13,68,0.484,0.727,0.32754965843006434,0.5474112845565371,12,15,1,1,11,22,1,1,0.8733756351078269,56.346322294159364
13,69,0.619,0.7,0.2976416321654898,0.5285507557343839,12,15,1,1,12,22,1,1,0.9344308428128857,48.514129871289924
13,70,0.802,0.8,0.25846602579652,0.48895247762513727,12,15,1,1,13,22,1,1,1.1327859462405068,44.92846972566039
13,71,0.941,0.9,0.22438170925162004,0.4505987788469322,12,15,1,1,14,22,1,1,1.3021063704628744,43.724204939793275
13,72,1,1,0.2096190350066216,0.4313309963706662,12,15,1,1,15,22,1,1,1.4142135623730951,45
13,79,0.452,0.769,0.3157671526397634,0.5413748182212059,12,15,1,1,10,23,1,1,0.8920005605379405,59.55399550364875
13,80,0.516,0.75,0.2988408680211795,0.5318845686312977,12,15,1,1,11,23,1,1,0.91036036820591,55.47202834386164
13,81,0.649,0.728,0.27191503262502636,0.5140100549753226,12,15,1,1,12,23,1,1,0.9752871372062691,48.283522348426494
13,82,0.821,0.818,0.23807203319092296,0.4781236775825557,12,15,1,1,13,23,1,1,1.158949955778937,44.8951268172171
13,83,0.948,0.91,0.20913205596436557,0.443633638181955,12,15,1,1,14,23,1,1,1.3140791452572407,43.82834438840896
13,84,1,1,0.1962264824053389,0.4261650971243969,12,15,1,1,15,23,1,1,1.4142135623730951,45
13,92,0.476,0.786,0.2947609993776652,0.530103571624911,12,15,1,1,10,24,1,1,0.91889716508432,58.800987763261155
13,93,0.545,0.769,0.27887928022590747,0.5207832045535957,12,15,1,1,11,24,1,1,0.9425423067427796,54.674318451421705
13,94,0.675,0.75,0.2547451376317631,0.5039023394609623,12,15,1,1,12,24,1,1,1.0090218035305283,48.01278750418334
13,95,0.836,0.834,0.22537938422152215,0.47107303573491743,12,15,1,1,13,24,1,1,1.1808691714156991,44.93138233278945
13,96,0.953,0.917,0.2006589392182706,0.4397512166730019,12,15,1,1,14,24,1,1,1.322534687635829,43.89711588036283
13,97,1,1,0.18954561245432333,0.4238980018132693,12,15,1,1,15,24,1,1,1.4142135623730951,45
13,106,0.499,0.8,0.2801925933560676,0.5221883674340402,12,15,1,1,10,25,1,1,0.9428684956026477,58.046147552176855
13,107,0.57,0.786,0.2654261515702623,0.5131337870182981,12,15,1,1,11,25,1,1,0.970925331835564,54.05072167718373
13,108,0.697,0.77,0.24369144039691426,0.4971511010195929,12,15,1,1,12,25,1,1,1.0386091661448016,47.84876940354964
13,109,0.848,0.847,0.21784717663046482,0.4667347052580394,12,15,1,1,13,25,1,1,1.198546202697251,44.96619718415013
13,110,0.957,0.924,0.19639097982651177,0.4378939173537788,12,15,1,1,14,25,1,1,1.3302725284692607,43.99491399474582
13,111,1,1,0.18688548679392913,0.42338455032723477,12,15,1,1,15,25,1,1,1.4142135623730951,45
13,121,0.52,0.813,0.2702072247180076,0.5165319178761381,12,15,1,1,10,26,1,1,0.9650746085148028,57.39675854249848
13,122,0.593,0.8,0.25649269157666055,0.5077659249711417,12,15,1,1,11,26,1,1,0.9958157460092706,53.45230860336933
