spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B,ND_magnitude,ND_angle
2205,2205,0,0,1,1,11,33,7,4,11,33,7,4,0,0
2205,2206,0.051,0.045,0.9432731791831631,0.9613837850614502,11,33,7,4,12,33,7,4,0.0680147042925278,41.423665625002656
2205,2207,0.103,0.091,0.8808202458202181,0.9197220512493018,11,33,7,4,13,33,7,4,0.13744089638822934,41.46044083145004
2205,2208,0.157,0.136,0.8120059076482828,0.8749587146665716,11,33,7,4,14,33,7,4,0.20771374533236842,40.900486596598114
2205,2209,0.211,0.182,0.7365247097133814,0.8271238258041682,11,33,7,4,15,33,7,4,0.27864852413031005,40.77971611424223
2205,2210,0.267,0.227,0.6550884287868955,0.77644038112759,11,33,7,4,16,33,7,4,0.3504539912741757,40.37076505220241
2205,2211,0.324,0.273,0.5704078898657883,0.7235287562188684,11,33,7,4,17,33,7,4,0.4236803040029121,40.117240436166945
2205,2212,0.382,0.318,0.4870252853184488,0.6696838004537073,11,33,7,4,18,33,7,4,0.49703923386388726,39.776052403731576
2205,2213,0.441,0.364,0.4099570767133718,0.6170594954645581,11,33,7,4,19,33,7,4,0.5718190273154611,39.536157186763354
2205,2214,0.5,0.409,0.34307032063776155,0.5683722673668055,11,33,7,4,20,33,7,4,0.6459729096486941,39.28316617202149
2205,2215,0.559,0.455,0.2860701457359357,0.5258619040732855,11,33,7,4,21,33,7,4,0.7207676463327138,39.14398641457104
2205,2216,0.618,0.5,0.2356422853762693,0.49013110829033557,11,33,7,4,22,33,7,4,0.7949364754494537,38.97498814492955
2205,2217,0.677,0.546,0.19032180891750894,0.45968068417779606,11,33,7,4,23,33,7,4,0.8697384664368939,38.88615061217974
2205,2218,0.733,0.591,0.14943946631374494,0.4321221240853811,11,33,7,4,24,33,7,4,0.9415784619456841,38.87838455795634
2205,2219,0.788,0.637,0.11383308798471758,0.4061924963425507,11,33,7,4,25,33,7,4,1.0132684738014897,38.951230020298176
2205,2220,0.839,0.682,0.0820397052761398,0.38185168786936863,11,33,7,4,26,33,7,4,1.081223843614263,39.10671123673468
2205,2221,0.885,0.728,0.05279407069156039,0.35921787223203483,11,33,7,4,27,33,7,4,1.145953314930412,39.44067553044154
2205,2222,0.924,0.773,0.029986131965748286,0.3393237823262111,11,33,7,4,28,33,7,4,1.2047012077689638,39.91518133491474
2205,2223,0.957,0.818,0.015388633439066601,0.3230083665317389,11,33,7,4,29,33,7,4,1.258957108085895,40.52231369458225
2205,2224,0.98,0.864,0.005977615966165972,0.3095775694888103,11,33,7,4,30,33,7,4,1.3064822999183725,41.400453291561035
2205,2225,0.994,0.91,0.001304475494927626,0.2993789407595324,11,33,7,4,31,33,7,4,1.3476409017241946,42.47388308838045
2205,2226,0.999,0.955,6.109300515966254e-5,0.2940615220148325,11,33,7,4,32,33,7,4,1.3820369025463828,43.7100366789229
2205,2227,0.046,0.083,0.9512303710206458,0.9569294090286248,11,33,7,4,10,34,7,4,0.09489467845985886,61.00404048588161
2205,2228,0.08,0.043,0.921399135121773,0.9399885333859049,11,33,7,4,11,34,7,4,0.09082400563727631,28.25802961470689
2205,2229,0.132,0.087,0.8662118146960903,0.9075695669582533,11,33,7,4,12,34,7,4,0.15809174551506477,33.38851357611151
2205,2230,0.186,0.13,0.8026084830611812,0.8681622454982001,11,33,7,4,13,34,7,4,0.22692730113408568,34.95065141187513
2205,2231,0.24,0.174,0.7324968468874706,0.8244007825846916,11,33,7,4,14,34,7,4,0.296438863848855,35.94211187138234
2205,2232,0.295,0.217,0.6571995928875247,0.7773598399787426,11,33,7,4,15,34,7,4,0.3662157833846051,36.33794774677442
2205,2233,0.351,0.261,0.5786961209537508,0.7278876374664383,11,33,7,4,16,34,7,4,0.43740370368802317,36.634113875967415
2205,2234,0.407,0.304,0.5001011344056034,0.6770637071275797,11,33,7,4,17,34,7,4,0.508000984251015,36.757110823981705
2205,2235,0.464,0.348,0.42544477390465385,0.6264195233369527,11,33,7,4,18,34,7,4,0.5800000000000001,36.86989764584402
2205,2236,0.521,0.391,0.35816150445576933,0.57795197205571,11,33,7,4,19,34,7,4,0.6514000307031004,36.887489226351455
2205,2237,0.578,0.435,0.2992775655925385,0.5337649599031613,11,33,7,4,20,34,7,4,0.7234009952992876,36.964941704941126
2205,2238,0.634,0.478,0.24794121189378593,0.49528900881110416,11,33,7,4,21,34,7,4,0.7940025188876922,37.01421920336668
2205,2239,0.689,0.522,0.20287686978078512,0.4625845147655877,11,33,7,4,22,34,7,4,0.8644102035492176,37.14828772016665
2205,2240,0.742,0.565,0.16249192091396591,0.43426558133772564,11,33,7,4,23,34,7,4,0.932624790577647,37.28765916882146
2205,2241,0.793,0.609,0.12681063002272652,0.4085569637086921,11,33,7,4,24,34,7,4,0.9998649908862696,37.52317188262076
2205,2242,0.84,0.652,0.09534289369465976,0.38465808586222705,11,33,7,4,25,34,7,4,1.063345663460382,37.81827389114786
2205,2243,0.883,0.696,0.06633941959901735,0.362674150319529,11,33,7,4,26,34,7,4,1.1243242414890822,38.245955118943094
2205,2244,0.92,0.739,0.04137585915112396,0.3428860160133622,11,33,7,4,27,34,7,4,1.1800512700726185,38.773550387984464
2205,2245,0.951,0.783,0.023654464068703196,0.3259890040046739,11,33,7,4,28,34,7,4,1.2318644405940127,39.466123922292795
2205,2246,0.974,0.826,0.011723626114093388,0.3123209691695811,11,33,7,4,29,34,7,4,1.2770873110324132,40.299587026861914
2205,2247,0.99,0.87,0.00435288524887989,0.3017823832337432,11,33,7,4,30,34,7,4,1.317952958189328,41.30861401354873
2205,2248,0.997,0.913,8.419278375964012e-4,0.29529611757348284,11,33,7,4,31,34,7,4,1.3518794324938892,42.48180830296762
2205,2249,1,0.957,3.490081703116932e-5,0.29308712216323884,11,33,7,4,32,34,7,4,1.3841419724869266,43.7412763666856
2205,2250,1,1,0,0.2928932188134524,11,33,7,4,33,34,7,4,1.4142135623730951,45
2205,2251,0.106,0.12,0.8875725461290961,0.9055226054513493,11,33,7,4,10,35,7,4,0.16011246047700348,48.54476645559488
2205,2252,0.156,0.083,0.8417450992282451,0.8815821913215762,11,33,7,4,11,35,7,4,0.17670597047072292,28.01526746801142
2205,2253,0.208,0.125,0.7851060035768084,0.8494325913206661,11,33,7,4,12,35,7,4,0.2426705585768492,31.004248242302783
2205,2254,0.262,0.166,0.7215184823196044,0.811580785348031,11,33,7,4,13,35,7,4,0.3101612483854165,32.35784767211015
2205,2255,0.316,0.208,0.6526682226328762,0.7695832230577075,11,33,7,4,14,35,7,4,0.37831204051681994,33.35402575151678
2205,2256,0.37,0.25,0.5804415555547839,0.7245874315680001,11,33,7,4,15,35,7,4,0.44654227123532214,34.04593735660167
2205,2257,0.425,0.291,0.507284934569693,0.6777053991665987,11,33,7,4,16,35,7,4,0.5150786347733712,34.399672022660816
2205,2258,0.48,0.333,0.4362226461367953,0.6302257321693328,11,33,7,4,17,35,7,4,0.584199452242126,34.75097921624401
2205,2259,0.535,0.375,0.37007324774601447,0.5836931670524922,11,33,7,4,18,35,7,4,0.6533375850201792,35.02794231266891
2205,2260,0.589,0.416,0.3105988297045348,0.5398264452862054,11,33,7,4,19,35,7,4,0.7210943072858085,35.23286675110664
2205,2261,0.643,0.458,0.25855245506679947,0.5001999199697056,11,33,7,4,20,35,7,4,0.7894384079838022,35.46174468731834
2205,2262,0.695,0.5,0.21336286227379786,0.46570293780047567,11,33,7,4,21,35,7,4,0.8561687917694734,35.73216373717889
2205,2263,0.745,0.542,0.17343482049933867,0.43614458553314317,11,33,7,4,22,35,7,4,0.9212974546800833,36.03651803102598
2205,2264,0.793,0.583,0.1381297584443808,0.4103511188847573,11,33,7,4,23,35,7,4,0.9842448882265024,36.322687778004614
2205,2265,0.838,0.625,0.10687797559101997,0.38702270387740456,11,33,7,4,24,35,7,4,1.045403749754132,36.71643696188561
2205,2266,0.878,0.667,0.07836804344919945,0.36566018484933116,11,33,7,4,25,35,7,4,1.1026209684202455,37.22325005034032
2205,2267,0.914,0.708,0.052975193660469655,0.3464270443767564,11,33,7,4,26,35,7,4,1.1561401299150549,37.76197437059755
2205,2268,0.944,0.75,0.03263077834291239,0.3296194792363397,11,33,7,4,27,35,7,4,1.2056682794201727,38.46684392312313
2205,2269,0.967,0.792,0.01851849425912222,0.3157485383511708,11,33,7,4,28,35,7,4,1.2499411986169588,39.318433711444996
2205,2270,0.984,0.834,0.008796086069272846,0.3050839137094912,11,33,7,4,29,35,7,4,1.2898883672628418,40.283309224342226
2205,2271,0.994,0.875,0.0031118440900451683,0.29772763408343694,11,33,7,4,30,35,7,4,1.324258660534263,41.35687178779396
2205,2272,0.999,0.917,5.503631938796882e-4,0.29395617244634475,11,33,7,4,31,35,7,4,1.3560567834718427,42.549379651519416
2205,2273,1,0.959,2.0560273448100297e-5,0.2929502817125823,11,33,7,4,32,35,7,4,1.385525532063556,43.80102906682782
2205,2274,1,1,0,0.2928932188134524,11,33,7,4,33,35,7,4,1.4142135623730951,45
2205,2276,1,1,0,0.2928932188134524,11,33,7,4,10,11,10,4,1.4142135623730951,45
2205,2277,1,0.957,3.5866072334300725e-9,0.2928994157171322,11,33,7,4,10,12,10,4,1.3841419724869266,43.7412763666856
2205,2278,1,0.955,3.611329568720123e-9,0.29290602558767775,11,33,7,4,11,12,10,4,1.3827599213167845,43.681404157171436
2205,2279,1,0.913,9.118121510054422e-7,0.29304356188892156,11,33,7,4,10,13,10,4,1.3540934236602733,42.39607920836728
2205,2280,1,0.91,9.303547670036494e-7,0.29310889150238195,11,33,7,4,11,13,10,4,1.3520724832641184,42.3021943666837
2205,2281,1,0.955,9.386364528962687e-7,0.29317143462589634,11,33,7,4,12,13,10,4,1.3827599213167845,43.681404157171436
2205,2282,1,0.87,2.0400487649285814e-5,0.2937082549113045,11,33,7,4,10,14,10,4,1.3254810447531868,41.023269024922435
2205,2283,1,0.864,2.094253563078574e-5,0.2939293830613401,11,33,7,4,11,14,10,4,1.3215506044037815,40.8270155239205
2205,2284,1,0.91,2.1453046854080782e-5,0.29416297475947395,11,33,7,4,12,14,10,4,1.3520724832641184,42.3021943666837
2205,2285,1,0.955,2.0489042048432715e-5,0.29423069652155076,11,33,7,4,13,14,10,4,1.3827599213167845,43.681404157171436
2205,2286,0.999,0.826,2.2043406548688527e-4,0.2957398717852324,11,33,7,4,10,15,10,4,1.2962549903471923,39.58485553044823
2205,2287,0.999,0.818,2.2900207868348232e-4,0.2963214138310375,11,33,7,4,11,15,10,4,1.2911719482702526,39.31126237103608
2205,2288,0.999,0.864,2.3702996600294401e-4,0.2969299486564183,11,33,7,4,12,15,10,4,1.320794079332581,40.85537625889571
2205,2289,0.998,0.909,2.4211075332891685e-4,0.29740088033222734,11,33,7,4,13,15,10,4,1.3499203680217584,42.32793554214473
2205,2290,0.997,0.955,2.1911555928999515e-4,0.2973345464581504,11,33,7,4,14,15,10,4,1.3805919020478137,43.76739165605964
2205,2291,0.997,0.783,0.0012136364345458617,0.3005564859736449,11,33,7,4,10,16,10,4,1.2677136900735908,38.1445342435261
2205,2292,0.997,0.773,0.001263914312656933,0.3016262801861853,11,33,7,4,11,16,10,4,1.2615617305546327,37.78735113118806
2205,2293,0.996,0.818,0.0013182329232132028,0.30270656305200316,11,33,7,4,12,16,10,4,1.2888522025430225,39.395753312241965
2205,2294,0.994,0.864,0.0013692234021485117,0.30368599745690017,11,33,7,4,13,16,10,4,1.3170163248798399,40.997668281919076
2205,2295,0.992,0.91,0.0013719230180624375,0.3041402275998585,11,33,7,4,14,16,10,4,1.3461664087325906,42.5313636708521
2205,2296,0.988,0.955,0.0011052603730865584,0.30297628092065043,11,33,7,4,15,16,10,4,1.3741066188618698,44.02697943703839
2205,2297,0.992,0.739,0.004589298879701609,0.30916953696050276,11,33,7,4,10,17,10,4,1.2370064672425929,36.68462495445342
2205,2298,0.99,0.728,0.004792033307948196,0.310962551714704,11,33,7,4,11,17,10,4,1.2288547513843937,36.329035584958056
2205,2299,0.988,0.773,0.005009116508654432,0.31282979693696034,11,33,7,4,12,17,10,4,1.254461238938852,38.03922335785953
2205,2300,0.985,0.819,0.005234569369670261,0.3145647611157414,11,33,7,4,13,17,10,4,1.2810097579643958,39.74257725711318
2205,2301,0.98,0.864,0.005387198508901125,0.31568258532154625,11,33,7,4,14,17,10,4,1.3064822999183725,41.400453291561035
2205,2302,0.974,0.91,0.005162922706567263,0.31542022447914875,11,33,7,4,15,17,10,4,1.332957613729709,43.054394721956164
2205,2303,0.965,0.955,0.003844157195162401,0.31200080275251707,11,33,7,4,16,17,10,4,1.3576634339923868,44.70158718000512
2205,2304,0.981,0.696,0.012854252403109112,0.32270465190594744,11,33,7,4,10,18,10,4,1.202820435476551,35.35494324929145
2205,2305,0.978,0.682,0.013503747386437781,0.3254127609820221,11,33,7,4,11,18,10,4,1.1923120396943074,34.88966423575751
2205,2306,0.974,0.727,0.014206639047724678,0.32818635442420885,11,33,7,4,12,18,10,4,1.21540322527135,36.73790167840824
2205,2307,0.968,0.773,0.014926643000542139,0.33076198626406117,11,33,7,4,13,18,10,4,1.2387707616827255,38.60924466956253
2205,2308,0.96,0.819,0.01554541987448066,0.33269183169180205,11,33,7,4,14,18,10,4,1.2618878714053796,40.46832376057203
2205,2309,0.949,0.864,0.015599688140715218,0.3332530514361288,11,33,7,4,15,18,10,4,1.2833927691864249,42.31573213043004
2205,2310,0.937,0.909,0.014139859643364838,0.3311933476381216,11,33,7,4,16,18,10,4,1.3054692642877503,44.1310082269513
2205,2311,0.923,0.955,0.009785288271879744,0.3241035239294807,11,33,7,4,17,18,10,4,1.3281392999230164,45.97619144398654
2205,2312,0.962,0.652,0.02958697842071012,0.342030991298793,11,33,7,4,10,19,10,4,1.1621308015881862,34.127640150954264
2205,2313,0.957,0.637,0.031036873274765342,0.3458257621639945,11,33,7,4,11,19,10,4,1.1496164577805938,33.648598935261866
2205,2314,0.949,0.682,0.03254812633365156,0.3496429618907956,11,33,7,4,12,19,10,4,1.1686423747237646,35.70295910073108
2205,2315,0.94,0.727,0.034068080418329094,0.3531552956707096,11,33,7,4,13,19,10,4,1.1883303412772055,37.718519072735766
2205,2316,0.927,0.773,0.03535103361616021,0.35583895025283885,11,33,7,4,14,19,10,4,1.2070037282461061,39.823804605868325
2205,2317,0.912,0.818,0.03576165491491212,0.35690649556382104,11,33,7,4,15,19,10,4,1.2250991796585287,41.889877203798086
2205,2318,0.895,0.864,0.034076996117534564,0.3553219505329087,11,33,7,4,16,19,10,4,1.2439939710464838,43.9903437688586
2205,2319,0.876,0.909,0.02892219697988907,0.349547482563936,11,33,7,4,17,19,10,4,1.2624012832693097,46.059129051905295
2205,2320,0.856,0.955,0.017644644378185026,0.33553673976978626,11,33,7,4,18,19,10,4,1.2824823585531304,48.12901270021755
2205,2321,0.933,0.609,0.0535555213517489,0.36543391648915957,11,33,7,4,10,20,10,4,1.1141678509093682,33.13381529889911
2205,2322,0.924,0.591,0.05627445050820723,0.370086113599307,11,33,7,4,11,20,10,4,1.0968395507092183,32.60340384025285
2205,2323,0.913,0.637,0.05922538337355343,0.37463394547524365,11,33,7,4,12,20,10,4,1.1132555861077007,34.903477229101355
2205,2324,0.898,0.682,0.06230908448789918,0.3787250241436311,11,33,7,4,13,20,10,4,1.1276205035383136,37.2154160724063
2205,2325,0.88,0.728,0.06515744035416016,0.3818782349336941,11,33,7,4,14,20,10,4,1.1420963181798636,39.60002657667494
2205,2326,0.86,0.773,0.06676489222830251,0.38346783196951595,11,33,7,4,15,20,10,4,1.1563429422104845,41.95038291966332
2205,2327,0.838,0.818,0.06566154176191763,0.38258058586457067,11,33,7,4,16,20,10,4,1.171054225900748,44.308055627825354
2205,2328,0.814,0.864,0.05994494831106578,0.37756759723676936,11,33,7,4,17,20,10,4,1.1870518101582592,46.70675897529742
