spA_par,spB_par,Dissimilarity,Exclusivity,D,I,a_A,b_A,alpha_A,gamma_A,a_B,b_B,alpha_B,gamma_B,ND_magnitude,ND_angle
4746,4746,0,0,1,1,15,30,7,10,15,30,7,10,0,0
4746,4747,0.138,0.067,0.8685292104364088,0.9073577797276674,15,30,7,10,16,30,7,10,0.15340469353966976,25.89690910874926
4746,4748,0.28,0.133,0.733801268582059,0.8138209903815556,15,30,7,10,17,30,7,10,0.30998225755678344,25.407718108948472
4746,4749,0.422,0.2,0.5944902484638703,0.7206387483442303,15,30,7,10,18,30,7,10,0.46699464665025875,25.357847520419003
4746,4750,0.558,0.267,0.4512022649973173,0.6272058684893458,15,30,7,10,19,30,7,10,0.6185895246445741,25.570864121571194
4746,4751,0.682,0.333,0.31003156977695034,0.535076296543791,15,30,7,10,20,30,7,10,0.7589552028940839,26.024859480311374
4746,4752,0.789,0.4,0.18090435765926127,0.44911837123820464,15,30,7,10,21,30,7,10,0.8846021704698673,26.88367962882478
4746,4753,0.874,0.467,0.08482976212953364,0.37981853321516346,15,30,7,10,22,30,7,10,0.990941471530988,28.116701882179356
4746,4754,0.934,0.534,0.03003946258253798,0.3364161074393097,15,30,7,10,23,30,7,10,1.0758773164259947,29.758092221198094
4746,4755,0.972,0.6,0.00998175484417152,0.3146509461011944,15,30,7,10,24,30,7,10,1.1422714213355774,31.686367687856603
4746,4756,0.991,0.667,0.002839818594978616,0.30271309586102013,15,30,7,10,25,30,7,10,1.1945584958468967,33.94282182109923
4746,4757,0.998,0.734,4.803209507928674e-4,0.2962683548238677,15,30,7,10,26,30,7,10,1.2388543094327114,36.33340134471366
4746,4758,1,0.8,4.0712436599865676e-5,0.2937379925037249,15,30,7,10,27,30,7,10,1.2806248474865698,38.659808254090095
4746,4759,1,0.867,1.1305025056085327e-6,0.29301464498088037,15,30,7,10,28,30,7,10,1.323513883569039,40.92528797789907
4746,4760,1,0.934,1.0135319250537123e-9,0.2928962176085671,15,30,7,10,29,30,7,10,1.3683406008739198,43.045473375173806
4746,4761,0.44,0.286,0.5419587590766621,0.6897119849249169,15,30,7,10,10,31,7,10,0.5247818594425687,33.02386755579664
4746,4762,0.354,0.25,0.6265081829074466,0.7427343754411706,15,30,7,10,11,31,7,10,0.43337743365339176,35.230299949468765
4746,4763,0.257,0.21,0.7231040369344981,0.8041857898125642,15,30,7,10,12,31,7,10,0.3318870289722092,39.252966897403155
4746,4764,0.152,0.166,0.8296398029631896,0.8737320957192533,15,30,7,10,13,31,7,10,0.22507776433935006,47.52082790771018
